cancellation_id,subscription_id,cancellation_date,cancellation_reason,voluntary_churn,save_offer_presented,save_offer_accepted
CAN000974,SUB0002976,2026-02-17,Product Not Needed,1,1,0
CAN000975,SUB0002979,2026-06-27,Product Not Needed,1,1,0
CAN000976,SUB0002980,2025-07-12,Competitor,1,1,0
CAN000977,SUB0002981,2025-12-25,Product Usability,1,0,0
CAN000978,SUB0002984,2025-11-16,Product Not Needed,1,1,0
CAN000979,SUB0002985,2025-09-14,Low Usage,1,1,0
CAN000980,SUB0002985,2025-10-09,Competitor,1,1,0
CAN000981,SUB0002985,2026-03-12,Too Expensive,1,0,0
CAN000982,SUB0002990,2026-05-18,Product Not Needed,1,0,0
CAN000983,SUB0002991,2025-03-24,Payment Failure,0,0,0
CAN000984,SUB0002993,2025-06-13,Temporary Need Ended,1,0,0
CAN000985,SUB0002996,2025-12-09,Too Expensive,1,1,0
CAN000986,SUB0003003,2025-03-14,Temporary Need Ended,1,0,0
CAN000987,SUB0003004,2024-09-16,Too Expensive,1,1,0
CAN000988,SUB0003013,2025-06-18,Payment Failure,0,0,0
CAN000989,SUB0003024,2025-11-22,Product Usability,1,1,0
CAN000990,SUB0003027,2026-03-10,Other,1,1,0
CAN000991,SUB0003029,2025-05-26,Payment Failure,0,0,0
CAN000992,SUB0003030,2025-08-30,Product Not Needed,1,1,0
CAN000993,SUB0003031,2026-02-15,Too Expensive,1,0,0
CAN000994,SUB0003037,2026-04-29,Too Expensive,1,1,0
CAN000995,SUB0003038,2025-05-31,Product Not Needed,1,0,0
CAN000996,SUB0003039,2025-10-10,Too Expensive,1,0,0
CAN000997,SUB0003040,2025-12-09,Product Not Needed,1,0,0
CAN000998,SUB0003044,2026-02-27,Other,1,1,0
CAN000999,SUB0003045,2026-05-20,Too Expensive,1,1,0
CAN001000,SUB0003048,2026-01-12,Competitor,1,1,0
CAN001001,SUB0003054,2025-08-19,Temporary Need Ended,1,0,0
CAN001002,SUB0003055,2026-04-23,Temporary Need Ended,1,1,0
CAN001003,SUB0003056,2025-06-14,Product Not Needed,1,0,0
CAN001004,SUB0003057,2025-05-16,Other,1,1,0
CAN001005,SUB0003067,2025-01-15,Payment Failure,0,0,0
CAN001006,SUB0003074,2026-03-25,Competitor,1,0,0
CAN001007,SUB0003082,2026-06-09,Payment Failure,0,0,0
CAN001008,SUB0003088,2025-03-23,Other,1,0,0
CAN001009,SUB0003090,2026-05-27,Competitor,1,0,0
CAN001010,SUB0003096,2025-03-18,Payment Failure,0,0,0
CAN001011,SUB0003099,2025-10-10,Product Usability,1,0,0
CAN001012,SUB0003100,2026-01-29,Payment Failure,0,0,0
CAN001013,SUB0003103,2024-04-17,Competitor,1,0,0
CAN001014,SUB0003104,2025-07-24,Too Expensive,1,1,0
CAN001015,SUB0003105,2025-09-10,Product Not Needed,1,0,0
CAN001016,SUB0003107,2026-03-23,Low Usage,1,1,0
CAN001017,SUB0003112,2025-03-10,Temporary Need Ended,1,1,0
CAN001018,SUB0003114,2026-03-09,Payment Failure,0,0,0
CAN001019,SUB0003117,2026-05-12,Competitor,1,0,0
CAN001020,SUB0003120,2026-05-11,Other,1,0,0
CAN001021,SUB0003125,2025-12-22,Payment Failure,0,0,0
CAN001022,SUB0003133,2025-01-21,Temporary Need Ended,1,0,0
CAN001023,SUB0003134,2024-07-20,Product Not Needed,1,1,0
CAN001024,SUB0003135,2025-07-11,Temporary Need Ended,1,0,0
CAN001025,SUB0003141,2026-01-21,Temporary Need Ended,1,0,0
CAN001026,SUB0003142,2025-09-27,Product Not Needed,1,0,0
CAN001027,SUB0003143,2026-03-22,Payment Failure,0,0,0
CAN001028,SUB0003144,2025-11-12,Low Usage,1,1,0
CAN001029,SUB0003146,2025-12-17,Competitor,1,1,0
CAN001030,SUB0003147,2024-12-17,Product Not Needed,1,1,0
CAN001031,SUB0003152,2025-01-19,Low Usage,1,0,0
CAN001032,SUB0003164,2024-11-29,Too Expensive,1,0,0
CAN001033,SUB0003164,2025-12-28,Product Not Needed,1,1,0
CAN001034,SUB0003180,2026-05-15,Temporary Need Ended,1,1,0
CAN001035,SUB0003185,2025-07-31,Temporary Need Ended,1,0,0
CAN001036,SUB0003186,2025-02-25,Payment Failure,0,0,0
CAN001037,SUB0003187,2025-08-30,Low Usage,1,0,0
CAN001038,SUB0003188,2026-04-21,Temporary Need Ended,1,1,0
CAN001039,SUB0003190,2025-03-12,Too Expensive,1,1,0
CAN001040,SUB0003191,2024-03-16,Low Usage,1,0,0
CAN001041,SUB0003196,2025-12-30,Too Expensive,1,0,0
CAN001042,SUB0003201,2026-02-13,Product Not Needed,1,0,0
CAN001043,SUB0003206,2025-07-10,Too Expensive,1,0,0
CAN001044,SUB0003211,2025-01-18,Competitor,1,1,0
CAN001045,SUB0003219,2025-08-28,Payment Failure,0,0,0
CAN001046,SUB0003221,2025-05-29,Competitor,1,1,0
CAN001047,SUB0003223,2025-06-15,Payment Failure,0,0,0
CAN001048,SUB0003226,2026-01-18,Temporary Need Ended,1,1,0
CAN001049,SUB0003233,2025-11-27,Product Not Needed,1,0,0
CAN001050,SUB0003235,2025-01-21,Other,1,1,0
CAN001051,SUB0003236,2026-04-30,Product Not Needed,1,0,0
CAN001052,SUB0003237,2025-09-28,Too Expensive,1,1,0
CAN001053,SUB0003238,2024-12-10,Other,1,0,0
CAN001054,SUB0003240,2025-05-21,Competitor,1,0,0
CAN001055,SUB0003245,2026-04-23,Poor Support Experience,1,0,0
CAN001056,SUB0003251,2025-12-27,Payment Failure,0,0,0
CAN001057,SUB0003254,2025-06-22,Product Not Needed,1,0,0
CAN001058,SUB0003256,2025-12-29,Too Expensive,1,1,0
CAN001059,SUB0003268,2026-01-11,Too Expensive,1,0,0
CAN001060,SUB0003269,2024-11-29,Payment Failure,0,0,0
CAN001061,SUB0003276,2026-04-26,Product Not Needed,1,1,0
CAN001062,SUB0003277,2025-03-31,Product Usability,1,1,0
CAN001063,SUB0003287,2025-04-24,Competitor,1,1,0
CAN001064,SUB0003288,2025-08-26,Temporary Need Ended,1,0,0
CAN001065,SUB0003290,2025-12-12,Too Expensive,1,0,0
CAN001066,SUB0003294,2024-12-30,Product Not Needed,1,1,0
CAN001067,SUB0003296,2025-01-19,Competitor,1,0,0
CAN001068,SUB0003296,2026-02-12,Too Expensive,1,0,0
CAN001069,SUB0003297,2025-02-25,Product Usability,1,1,0
CAN001070,SUB0003302,2025-10-24,Too Expensive,1,1,0
CAN001071,SUB0003304,2025-08-17,Payment Failure,0,0,0
CAN001072,SUB0003306,2025-01-29,Product Not Needed,1,1,0
CAN001073,SUB0003307,2024-05-22,Other,1,1,0
CAN001074,SUB0003308,2025-04-10,Temporary Need Ended,1,0,0
CAN001075,SUB0003308,2025-11-10,Too Expensive,1,1,0
CAN001076,SUB0003310,2025-06-11,Product Usability,1,1,0
CAN001077,SUB0003311,2025-02-18,Competitor,1,1,0
CAN001078,SUB0003312,2026-03-18,Competitor,1,0,0
CAN001079,SUB0003313,2025-08-21,Other,1,0,0
CAN001080,SUB0003316,2026-06-19,Competitor,1,1,0
CAN001081,SUB0003324,2025-06-17,Too Expensive,1,0,0
CAN001082,SUB0003325,2026-01-24,Temporary Need Ended,1,0,0
CAN001083,SUB0003327,2024-06-20,Payment Failure,0,0,0
CAN001084,SUB0003330,2026-01-31,Temporary Need Ended,1,1,0
CAN001085,SUB0003332,2024-03-30,Payment Failure,0,0,0
CAN001086,SUB0003333,2025-12-11,Competitor,1,0,0
CAN001087,SUB0003340,2025-05-18,Product Not Needed,1,0,0
CAN001088,SUB0003340,2025-10-13,Product Not Needed,1,0,0
CAN001089,SUB0003360,2024-10-28,Too Expensive,1,0,0
CAN001090,SUB0003360,2026-06-27,Competitor,1,1,0
CAN001091,SUB0003366,2026-05-11,Other,1,0,0
CAN001092,SUB0003367,2025-02-21,Other,1,1,0
CAN001093,SUB0003372,2024-12-13,Low Usage,1,0,0
CAN001094,SUB0003376,2026-01-30,Too Expensive,1,1,0
CAN001095,SUB0003388,2024-09-27,Product Not Needed,1,0,0
CAN001096,SUB0003389,2025-11-25,Competitor,1,1,0
CAN001097,SUB0003390,2026-01-09,Product Not Needed,1,0,0
CAN001098,SUB0003393,2026-02-26,Too Expensive,1,0,0
CAN001099,SUB0003397,2024-12-27,Too Expensive,1,0,0
CAN001100,SUB0003402,2025-01-11,Payment Failure,0,0,0
CAN001101,SUB0003404,2025-03-17,Too Expensive,1,0,0
CAN001102,SUB0003405,2026-05-19,Payment Failure,0,0,0
CAN001103,SUB0003406,2025-06-29,Too Expensive,1,1,0
CAN001104,SUB0003408,2025-04-12,Payment Failure,0,0,0
CAN001105,SUB0003409,2026-06-20,Too Expensive,1,0,0
CAN001106,SUB0003419,2026-03-17,Other,1,1,0
CAN001107,SUB0003420,2026-06-12,Competitor,1,1,0
CAN001108,SUB0003421,2026-01-30,Payment Failure,0,0,0
CAN001109,SUB0003422,2025-02-09,Product Not Needed,1,0,0
CAN001110,SUB0003424,2025-12-11,Competitor,1,1,0
CAN001111,SUB0003425,2025-12-31,Poor Support Experience,1,0,0
CAN001112,SUB0003426,2024-11-26,Too Expensive,1,1,0
CAN001113,SUB0003429,2025-07-14,Temporary Need Ended,1,1,0
CAN001114,SUB0003430,2026-05-12,Temporary Need Ended,1,1,0
CAN001115,SUB0003432,2026-03-19,Payment Failure,0,0,0
CAN001116,SUB0003434,2024-12-22,Temporary Need Ended,1,0,0
CAN001117,SUB0003437,2026-02-20,Too Expensive,1,1,0
CAN001118,SUB0003438,2026-03-12,Other,1,1,0
CAN001119,SUB0003439,2025-05-12,Competitor,1,1,0
CAN001120,SUB0003441,2025-05-25,Payment Failure,0,0,0
CAN001121,SUB0003444,2026-04-27,Competitor,1,0,0
CAN001122,SUB0003446,2025-09-16,Too Expensive,1,1,0
CAN001123,SUB0003450,2025-07-15,Competitor,1,0,0
CAN001124,SUB0003452,2025-10-14,Low Usage,1,1,0
CAN001125,SUB0003453,2025-05-11,Other,1,1,0
CAN001126,SUB0003460,2024-10-21,Competitor,1,1,0
CAN001127,SUB0003462,2025-08-24,Product Not Needed,1,1,0
CAN001128,SUB0003465,2026-01-11,Competitor,1,1,0
CAN001129,SUB0003469,2026-01-24,Temporary Need Ended,1,1,0
CAN001130,SUB0003470,2026-05-11,Too Expensive,1,1,0
CAN001131,SUB0003472,2026-01-31,Product Not Needed,1,1,0
CAN001132,SUB0003473,2026-02-16,Product Not Needed,1,1,0
CAN001133,SUB0003474,2025-12-21,Too Expensive,1,1,0
CAN001134,SUB0003475,2025-01-25,Too Expensive,1,0,0
CAN001135,SUB0003479,2026-05-18,Payment Failure,0,0,0
CAN001136,SUB0003481,2024-12-26,Product Not Needed,1,1,0
CAN001137,SUB0003482,2025-02-20,Temporary Need Ended,1,1,0
CAN001138,SUB0003485,2025-08-25,Product Usability,1,0,0
CAN001139,SUB0003490,2025-11-13,Low Usage,1,0,0
CAN001140,SUB0003492,2026-05-26,Poor Support Experience,1,1,0
CAN001141,SUB0003498,2025-10-17,Other,1,1,0
CAN001142,SUB0003499,2026-03-23,Too Expensive,1,0,0
CAN001143,SUB0003507,2025-08-19,Product Not Needed,1,1,0
CAN001144,SUB0003515,2026-03-31,Competitor,1,0,0
CAN001145,SUB0003518,2025-08-29,Product Not Needed,1,0,0
CAN001146,SUB0003524,2024-12-29,Payment Failure,0,0,0
CAN001147,SUB0003526,2025-04-14,Product Not Needed,1,1,0
CAN001148,SUB0003530,2024-10-27,Product Usability,1,1,0
CAN001149,SUB0003531,2025-06-12,Temporary Need Ended,1,1,0
CAN001150,SUB0003533,2026-02-20,Low Usage,1,1,0
CAN001151,SUB0003534,2026-01-25,Too Expensive,1,1,0
CAN001152,SUB0003541,2024-05-30,Payment Failure,0,0,0
CAN001153,SUB0003546,2026-04-10,Too Expensive,1,1,0
CAN001154,SUB0003568,2025-08-19,Technical Problems,1,1,0
CAN001155,SUB0003571,2024-09-11,Product Usability,1,1,0
CAN001156,SUB0003572,2025-03-27,Temporary Need Ended,1,1,0
CAN001157,SUB0003581,2024-12-25,Poor Support Experience,1,0,0
CAN001158,SUB0003584,2025-03-09,Competitor,1,1,0
CAN001159,SUB0003587,2025-03-19,Competitor,1,1,0
CAN001160,SUB0003594,2025-10-18,Payment Failure,0,0,0
CAN001161,SUB0003597,2026-06-24,Too Expensive,1,0,0
CAN001162,SUB0003603,2026-05-23,Too Expensive,1,0,0
CAN001163,SUB0003607,2024-11-10,Payment Failure,0,0,0
CAN001164,SUB0003608,2024-10-10,Temporary Need Ended,1,0,0
CAN001165,SUB0003610,2026-03-27,Too Expensive,1,1,0
CAN001166,SUB0003613,2025-12-22,Too Expensive,1,0,0
CAN001167,SUB0003615,2025-01-12,Product Not Needed,1,0,0
CAN001168,SUB0003620,2024-12-25,Other,1,0,0
CAN001169,SUB0003625,2024-11-19,Too Expensive,1,0,0
CAN001170,SUB0003626,2025-02-23,Too Expensive,1,1,0
CAN001171,SUB0003628,2025-10-27,Too Expensive,1,0,0
CAN001172,SUB0003630,2025-03-13,Product Not Needed,1,0,0
CAN001173,SUB0003635,2026-05-26,Payment Failure,0,0,0
CAN001174,SUB0003638,2025-12-28,Other,1,0,0
CAN001175,SUB0003642,2024-11-30,Temporary Need Ended,1,1,0
CAN001176,SUB0003643,2024-07-16,Product Not Needed,1,0,0
CAN001177,SUB0003644,2024-11-09,Product Not Needed,1,1,0
CAN001178,SUB0003646,2025-07-22,Too Expensive,1,0,0
CAN001179,SUB0003647,2026-05-31,Competitor,1,0,0
CAN001180,SUB0003649,2026-01-22,Too Expensive,1,0,0
CAN001181,SUB0003654,2025-07-11,Product Not Needed,1,0,0
CAN001182,SUB0003656,2026-06-12,Payment Failure,0,0,0
CAN001183,SUB0003657,2024-08-31,Too Expensive,1,1,0
CAN001184,SUB0003659,2025-03-19,Product Usability,1,1,0
CAN001185,SUB0003662,2026-06-26,Product Not Needed,1,0,0
CAN001186,SUB0003666,2025-05-26,Payment Failure,0,0,0
CAN001187,SUB0003670,2025-07-09,Too Expensive,1,1,0
CAN001188,SUB0003671,2025-08-29,Too Expensive,1,0,0
CAN001189,SUB0003677,2026-01-24,Competitor,1,1,0
CAN001190,SUB0003679,2025-09-11,Temporary Need Ended,1,1,0
CAN001191,SUB0003695,2025-05-30,Too Expensive,1,0,0
CAN001192,SUB0003696,2026-05-10,Too Expensive,1,1,0
CAN001193,SUB0003699,2025-05-25,Temporary Need Ended,1,1,0
CAN001194,SUB0003702,2026-04-17,Too Expensive,1,1,0
CAN001195,SUB0003703,2026-06-12,Competitor,1,0,0
CAN001196,SUB0003706,2024-11-13,Temporary Need Ended,1,1,0
CAN001197,SUB0003707,2025-06-12,Temporary Need Ended,1,1,0
CAN001198,SUB0003709,2025-05-17,Competitor,1,0,0
CAN001199,SUB0003711,2026-01-28,Too Expensive,1,1,0
CAN001200,SUB0003718,2025-10-14,Low Usage,1,1,0
CAN001201,SUB0003719,2025-12-24,Temporary Need Ended,1,1,0
CAN001202,SUB0003723,2026-04-14,Other,1,1,0
CAN001203,SUB0003729,2026-02-27,Competitor,1,1,0
CAN001204,SUB0003731,2026-04-19,Too Expensive,1,0,0
CAN001205,SUB0003734,2026-03-22,Product Not Needed,1,0,0
CAN001206,SUB0003735,2026-06-30,Product Not Needed,1,1,0
CAN001207,SUB0003737,2026-02-19,Other,1,1,0
CAN001208,SUB0003739,2024-04-27,Too Expensive,1,1,0
CAN001209,SUB0003741,2025-11-28,Too Expensive,1,0,0
CAN001210,SUB0003751,2025-09-20,Payment Failure,0,0,0
CAN001211,SUB0003754,2026-04-29,Payment Failure,0,0,0
CAN001212,SUB0003758,2025-04-28,Other,1,1,0
CAN001213,SUB0003761,2026-01-16,Product Usability,1,0,0
CAN001214,SUB0003763,2025-11-24,Competitor,1,0,0
CAN001215,SUB0003764,2025-10-16,Too Expensive,1,0,0
CAN001216,SUB0003765,2025-01-22,Product Not Needed,1,1,0
CAN001217,SUB0003772,2025-03-13,Competitor,1,1,0
CAN001218,SUB0003773,2026-05-13,Competitor,1,0,0
CAN001219,SUB0003775,2025-08-10,Low Usage,1,0,0
CAN001220,SUB0003782,2024-06-11,Low Usage,1,0,0
CAN001221,SUB0003794,2025-03-23,Other,1,1,0
CAN001222,SUB0003805,2025-12-15,Product Not Needed,1,0,0
CAN001223,SUB0003806,2024-10-17,Low Usage,1,0,0
CAN001224,SUB0003808,2026-02-15,Competitor,1,0,0
CAN001225,SUB0003809,2025-06-21,Too Expensive,1,0,0
CAN001226,SUB0003810,2025-05-12,Too Expensive,1,1,0
CAN001227,SUB0003811,2026-05-23,Product Not Needed,1,1,0
CAN001228,SUB0003814,2024-08-25,Product Not Needed,1,1,0
CAN001229,SUB0003815,2024-10-21,Too Expensive,1,1,0
CAN001230,SUB0003817,2024-06-24,Too Expensive,1,0,0
CAN001231,SUB0003820,2026-06-16,Product Not Needed,1,1,0
CAN001232,SUB0003821,2025-03-12,Too Expensive,1,1,0
CAN001233,SUB0003824,2025-12-29,Temporary Need Ended,1,0,0
CAN001234,SUB0003827,2026-04-13,Payment Failure,0,0,0
CAN001235,SUB0003831,2026-01-09,Too Expensive,1,0,0
CAN001236,SUB0003833,2026-05-14,Temporary Need Ended,1,0,0
CAN001237,SUB0003837,2024-04-25,Product Not Needed,1,1,0
CAN001238,SUB0003839,2026-05-28,Too Expensive,1,0,0
CAN001239,SUB0003841,2024-02-15,Too Expensive,1,0,0
CAN001240,SUB0003841,2024-11-15,Other,1,1,0
CAN001241,SUB0003852,2025-11-25,Too Expensive,1,0,0
CAN001242,SUB0003859,2025-10-19,Payment Failure,0,0,0
CAN001243,SUB0003864,2025-11-26,Competitor,1,1,0
CAN001244,SUB0003866,2025-08-29,Competitor,1,0,0
CAN001245,SUB0003867,2025-09-30,Low Usage,1,0,0
CAN001246,SUB0003877,2025-09-14,Competitor,1,0,0
CAN001247,SUB0003881,2025-03-22,Product Not Needed,1,1,0
CAN001248,SUB0003886,2024-12-21,Competitor,1,1,0
CAN001249,SUB0003889,2025-10-25,Low Usage,1,0,0
CAN001250,SUB0003891,2025-10-16,Product Not Needed,1,1,0
CAN001251,SUB0003894,2026-01-28,Competitor,1,0,0
CAN001252,SUB0003899,2026-06-28,Competitor,1,0,0
CAN001253,SUB0003906,2024-05-27,Too Expensive,1,0,0
CAN001254,SUB0003911,2025-11-14,Product Not Needed,1,0,0
CAN001255,SUB0003912,2025-04-25,Competitor,1,0,0
CAN001256,SUB0003915,2026-04-28,Too Expensive,1,1,0
CAN001257,SUB0003916,2026-03-17,Temporary Need Ended,1,0,0
CAN001258,SUB0003918,2025-08-14,Low Usage,1,0,0
CAN001259,SUB0003920,2024-05-27,Temporary Need Ended,1,1,0
CAN001260,SUB0003922,2025-06-28,Too Expensive,1,0,0
CAN001261,SUB0003923,2025-01-25,Too Expensive,1,1,0
CAN001262,SUB0003924,2026-01-09,Too Expensive,1,1,0
CAN001263,SUB0003927,2025-12-09,Too Expensive,1,0,0
CAN001264,SUB0003928,2026-03-17,Poor Support Experience,1,0,0
CAN001265,SUB0003933,2024-07-22,Payment Failure,0,0,0
CAN001266,SUB0003934,2026-05-20,Product Not Needed,1,1,0
CAN001267,SUB0003935,2025-10-26,Low Usage,1,0,0
CAN001268,SUB0003942,2024-05-20,Product Not Needed,1,0,0
CAN001269,SUB0003945,2025-05-14,Product Not Needed,1,1,0
CAN001270,SUB0003949,2025-08-15,Too Expensive,1,0,0
CAN001271,SUB0003950,2026-05-28,Payment Failure,0,0,0
CAN001272,SUB0003952,2025-09-26,Too Expensive,1,1,0
CAN001273,SUB0003953,2025-07-09,Competitor,1,0,0
CAN001274,SUB0003959,2026-05-23,Product Not Needed,1,0,0
CAN001275,SUB0003961,2025-01-30,Too Expensive,1,0,0
CAN001276,SUB0003967,2025-09-25,Too Expensive,1,0,0
CAN001277,SUB0003968,2026-02-11,Payment Failure,0,0,0
CAN001278,SUB0003969,2025-05-10,Product Not Needed,1,1,0
CAN001279,SUB0003974,2026-05-13,Too Expensive,1,1,0
CAN001280,SUB0003977,2025-02-25,Product Not Needed,1,1,0
CAN001281,SUB0003978,2025-05-24,Payment Failure,0,0,0
CAN001282,SUB0003984,2026-03-10,Too Expensive,1,0,0
CAN001283,SUB0003988,2025-10-19,Product Not Needed,1,0,0
CAN001284,SUB0003990,2024-09-17,Technical Problems,1,1,0
CAN001285,SUB0003994,2025-09-10,Low Usage,1,1,0
CAN001286,SUB0003999,2025-07-22,Too Expensive,1,0,0
CAN001287,SUB0004006,2025-01-27,Competitor,1,0,0
CAN001288,SUB0004009,2026-06-17,Payment Failure,0,0,0
CAN001289,SUB0004010,2025-12-26,Payment Failure,0,0,0
CAN001290,SUB0004014,2025-04-14,Payment Failure,0,0,0
CAN001291,SUB0004016,2026-06-24,Temporary Need Ended,1,0,0
CAN001292,SUB0004020,2026-05-09,Product Not Needed,1,0,0
CAN001293,SUB0004022,2025-04-25,Temporary Need Ended,1,1,0
CAN001294,SUB0004028,2025-07-27,Too Expensive,1,0,0
CAN001295,SUB0004029,2024-12-16,Temporary Need Ended,1,1,0
CAN001296,SUB0004031,2025-11-09,Product Not Needed,1,1,0
CAN001297,SUB0004032,2025-11-26,Too Expensive,1,1,0
CAN001298,SUB0004033,2026-02-27,Low Usage,1,1,0
CAN001299,SUB0004036,2026-02-18,Other,1,0,0
CAN001300,SUB0004037,2025-03-24,Too Expensive,1,1,0
CAN001301,SUB0004039,2026-03-18,Poor Support Experience,1,0,0
CAN001302,SUB0004045,2025-09-22,Competitor,1,1,0
CAN001303,SUB0004047,2026-01-17,Other,1,0,0
CAN001304,SUB0004049,2025-08-13,Other,1,0,0
CAN001305,SUB0004050,2025-01-12,Product Not Needed,1,0,0
CAN001306,SUB0004056,2025-08-25,Too Expensive,1,0,0
CAN001307,SUB0004060,2026-04-28,Product Usability,1,1,0
CAN001308,SUB0004061,2026-04-23,Competitor,1,0,0
CAN001309,SUB0004065,2025-06-27,Temporary Need Ended,1,1,0
CAN001310,SUB0004071,2026-06-18,Too Expensive,1,1,0
CAN001311,SUB0004074,2025-09-25,Too Expensive,1,0,0
CAN001312,SUB0004076,2026-02-16,Competitor,1,1,0
CAN001313,SUB0004079,2026-06-14,Product Not Needed,1,1,0
CAN001314,SUB0004083,2024-12-19,Competitor,1,0,0
CAN001315,SUB0004085,2026-01-30,Product Not Needed,1,1,0
CAN001316,SUB0004086,2025-07-29,Product Not Needed,1,1,0
CAN001317,SUB0004089,2025-02-12,Product Not Needed,1,0,0
CAN001318,SUB0004094,2026-02-22,Payment Failure,0,0,0
CAN001319,SUB0004100,2026-06-28,Payment Failure,0,0,0
CAN001320,SUB0004101,2025-12-10,Competitor,1,1,0
CAN001321,SUB0004104,2025-04-11,Temporary Need Ended,1,0,0
CAN001322,SUB0004105,2026-01-09,Low Usage,1,0,0
CAN001323,SUB0004109,2026-06-22,Product Usability,1,1,0
CAN001324,SUB0004112,2024-03-12,Payment Failure,0,0,0
CAN001325,SUB0004113,2026-04-10,Other,1,0,0
CAN001326,SUB0004115,2024-10-19,Temporary Need Ended,1,1,0
CAN001327,SUB0004118,2025-06-23,Other,1,0,0
CAN001328,SUB0004120,2026-04-14,Temporary Need Ended,1,0,0
CAN001329,SUB0004129,2025-04-20,Poor Support Experience,1,1,0
CAN001330,SUB0004131,2025-09-30,Other,1,0,0
CAN001331,SUB0004135,2025-12-09,Payment Failure,0,0,0
CAN001332,SUB0004143,2025-11-24,Other,1,1,0
CAN001333,SUB0004144,2026-04-27,Payment Failure,0,0,0
CAN001334,SUB0004148,2024-08-15,Product Usability,1,0,0
CAN001335,SUB0004149,2026-05-29,Temporary Need Ended,1,0,0
CAN001336,SUB0004155,2026-01-29,Payment Failure,0,0,0
CAN001337,SUB0004156,2025-01-27,Too Expensive,1,0,0
CAN001338,SUB0004161,2025-06-19,Low Usage,1,0,0
CAN001339,SUB0004169,2026-04-27,Competitor,1,0,0
CAN001340,SUB0004172,2025-06-18,Product Not Needed,1,0,0
CAN001341,SUB0004172,2025-11-20,Competitor,1,0,0
CAN001342,SUB0004173,2024-08-21,Product Usability,1,1,0
CAN001343,SUB0004175,2025-04-22,Too Expensive,1,1,0
CAN001344,SUB0004187,2025-04-13,Payment Failure,0,0,0
CAN001345,SUB0004189,2025-10-14,Product Usability,1,0,0
CAN001346,SUB0004192,2025-10-09,Competitor,1,0,0
CAN001347,SUB0004193,2025-12-22,Temporary Need Ended,1,1,0
CAN001348,SUB0004194,2026-03-24,Payment Failure,0,0,0
CAN001349,SUB0004201,2026-05-10,Temporary Need Ended,1,1,0
CAN001350,SUB0004202,2025-11-14,Payment Failure,0,0,0
CAN001351,SUB0004204,2026-06-11,Competitor,1,1,0
CAN001352,SUB0004207,2025-12-11,Low Usage,1,0,0
CAN001353,SUB0004208,2025-08-13,Temporary Need Ended,1,0,0
CAN001354,SUB0004213,2025-06-09,Poor Support Experience,1,1,0
CAN001355,SUB0004215,2025-07-11,Temporary Need Ended,1,1,0
CAN001356,SUB0004216,2025-02-24,Too Expensive,1,1,0
CAN001357,SUB0004217,2024-12-22,Competitor,1,1,0
CAN001358,SUB0004229,2026-01-29,Product Not Needed,1,1,0
CAN001359,SUB0004230,2025-07-19,Low Usage,1,1,0
CAN001360,SUB0004231,2025-05-26,Too Expensive,1,0,0
CAN001361,SUB0004232,2025-10-29,Payment Failure,0,0,0
CAN001362,SUB0004245,2026-04-21,Temporary Need Ended,1,0,0
CAN001363,SUB0004252,2025-11-16,Product Not Needed,1,1,0
CAN001364,SUB0004253,2025-06-22,Product Usability,1,1,0
CAN001365,SUB0004255,2026-03-27,Too Expensive,1,0,0
CAN001366,SUB0004256,2025-12-13,Too Expensive,1,0,0
CAN001367,SUB0004258,2026-04-20,Temporary Need Ended,1,0,0
CAN001368,SUB0004260,2024-09-30,Product Usability,1,1,0
CAN001369,SUB0004262,2025-05-22,Temporary Need Ended,1,0,0
CAN001370,SUB0004265,2025-06-20,Competitor,1,1,0
CAN001371,SUB0004266,2026-02-22,Product Not Needed,1,1,0
CAN001372,SUB0004267,2025-12-19,Low Usage,1,0,0
CAN001373,SUB0004271,2026-02-25,Product Not Needed,1,0,0
CAN001374,SUB0004274,2025-05-25,Competitor,1,1,0
CAN001375,SUB0004278,2025-06-15,Too Expensive,1,0,0
CAN001376,SUB0004280,2024-07-30,Payment Failure,0,0,0
CAN001377,SUB0004282,2026-02-21,Product Not Needed,1,1,0
CAN001378,SUB0004283,2025-09-09,Low Usage,1,0,0
CAN001379,SUB0004288,2025-08-20,Other,1,1,0
CAN001380,SUB0004289,2026-03-22,Competitor,1,0,0
CAN001381,SUB0004291,2025-12-28,Technical Problems,1,1,0
CAN001382,SUB0004293,2026-04-27,Product Usability,1,1,0
CAN001383,SUB0004294,2026-03-19,Product Not Needed,1,1,0
CAN001384,SUB0004295,2024-11-22,Payment Failure,0,0,0
CAN001385,SUB0004296,2025-10-14,Temporary Need Ended,1,0,0
CAN001386,SUB0004298,2026-06-12,Payment Failure,0,0,0
CAN001387,SUB0004300,2025-06-10,Payment Failure,0,0,0
CAN001388,SUB0004302,2025-08-17,Low Usage,1,1,0
CAN001389,SUB0004305,2026-04-16,Payment Failure,0,0,0
CAN001390,SUB0004307,2026-01-13,Other,1,0,0
CAN001391,SUB0004308,2026-06-13,Too Expensive,1,0,0
CAN001392,SUB0004309,2025-02-17,Product Not Needed,1,0,0
CAN001393,SUB0004312,2025-10-24,Payment Failure,0,0,0
CAN001394,SUB0004313,2026-03-11,Competitor,1,0,0
CAN001395,SUB0004314,2025-11-27,Product Not Needed,1,1,0
CAN001396,SUB0004321,2026-03-16,Competitor,1,1,0
CAN001397,SUB0004330,2025-07-24,Product Not Needed,1,0,0
