contact_id,subscription_id,contact_date,channel,reason,resolved_first_contact,csat_score,refund_requested
CON00007385,SUB0002444,2025-01-04,Phone,Account Access,1,4,0
CON00007386,SUB0002444,2025-04-12,Email,Payment Issue,0,3,1
CON00007387,SUB0002444,2025-06-07,Email,Technical Issue,0,3,0
CON00007388,SUB0002445,2026-05-18,Email,Technical Issue,0,3,0
CON00007389,SUB0002446,2026-01-11,Chat,Feature Request,0,4,0
CON00007390,SUB0002446,2026-02-21,Phone,Billing Question,1,5,0
CON00007391,SUB0002447,2025-09-25,Chat,Account Access,1,5,0
CON00007392,SUB0002447,2026-01-12,Email,Cancellation Inquiry,0,3,0
CON00007393,SUB0002447,2026-03-16,Web Form,Feature Request,1,4,0
CON00007394,SUB0002448,2024-06-04,Phone,Technical Issue,0,4,0
CON00007395,SUB0002448,2024-07-21,Email,Account Access,1,4,0
CON00007396,SUB0002449,2024-03-05,Chat,Account Access,0,4,0
CON00007397,SUB0002449,2024-04-13,Web Form,Feature Request,1,5,0
CON00007398,SUB0002449,2024-07-11,Phone,Technical Issue,1,4,0
CON00007399,SUB0002449,2024-07-11,Web Form,Technical Issue,0,3,0
CON00007400,SUB0002449,2024-07-01,Phone,Product Usability,1,5,0
CON00007401,SUB0002449,2024-10-24,Chat,Plan Change,1,5,0
CON00007402,SUB0002449,2025-04-27,Chat,Billing Question,1,5,0
CON00007403,SUB0002449,2025-11-04,Email,Feature Request,1,5,0
CON00007404,SUB0002449,2025-11-03,Chat,Technical Issue,0,3,0
CON00007405,SUB0002450,2025-06-24,Chat,Cancellation Inquiry,1,4,0
CON00007406,SUB0002450,2026-03-23,Phone,Account Access,1,4,0
CON00007407,SUB0002450,2026-06-11,Phone,Billing Question,0,4,0
CON00007408,SUB0002451,2024-11-03,Phone,Billing Question,1,5,0
CON00007409,SUB0002451,2025-03-20,Phone,Plan Change,1,4,0
CON00007410,SUB0002451,2025-10-18,Email,Account Access,0,3,0
CON00007411,SUB0002451,2025-11-19,Phone,Feature Request,1,4,0
CON00007412,SUB0002451,2025-12-26,Email,Cancellation Inquiry,1,4,0
CON00007413,SUB0002451,2025-12-11,Phone,Cancellation Inquiry,0,3,0
CON00007414,SUB0002451,2026-02-25,Phone,Billing Question,1,5,0
CON00007415,SUB0002451,2026-03-05,Phone,Payment Issue,1,5,0
CON00007416,SUB0002451,2026-06-21,Web Form,Payment Issue,1,5,1
CON00007417,SUB0002451,2026-06-16,Email,Payment Issue,0,4,0
CON00007418,SUB0002452,2024-05-10,Email,Account Access,1,5,0
CON00007419,SUB0002452,2025-02-12,Phone,Feature Request,0,3,0
CON00007420,SUB0002452,2025-11-26,Chat,Billing Question,1,4,0
CON00007421,SUB0002453,2026-03-08,chat,Technical Issue,1,5,0
CON00007422,SUB0002453,2026-04-20,Chat,Billing Question,1,5,0
CON00007423,SUB0002453,2026-06-04,Chat,Technical Issue,1,5,0
CON00007424,SUB0002455,2024-04-17,Chat,Billing Question,0,4,0
CON00007425,SUB0002455,2024-04-25,Chat,Feature Request,1,5,0
CON00007426,SUB0002455,2024-09-23,Email,Technical Issue,1,4,0
CON00007427,SUB0002455,2024-11-11,Phone,Account Access,1,5,0
CON00007428,SUB0002455,2024-11-15,Chat,Plan Change,1,5,0
CON00007429,SUB0002455,2024-12-22,Phone,Feature Request,1,4,0
CON00007430,SUB0002455,2025-04-19,Email,Billing Question,0,5,0
CON00007431,SUB0002455,2025-12-17,Email,Billing Question,1,4,0
CON00007432,SUB0002455,2026-02-05,Email,Feature Request,1,5,0
CON00007433,SUB0002456,2026-02-19,Email,Feature Request,1,4,0
CON00007434,SUB0002456,2026-02-18,Phone,Billing Question,1,5,1
CON00007435,SUB0002456,2026-04-20,Email,Billing Question,1,5,0
CON00007436,SUB0002456,2026-05-23,Chat,Feature Request,1,5,0
CON00007437,SUB0002456,2026-05-14,Email,Technical Issue,1,5,0
CON00007438,SUB0002456,2026-06-25,Email,Plan Change,1,5,0
CON00007439,SUB0002457,2024-07-19,Chat,Account Access,1,5,0
CON00007440,SUB0002457,2025-08-12,Chat,Feature Request,1,4,0
CON00007441,SUB0002457,2025-08-23,Web Form,Account Access,1,5,0
CON00007442,SUB0002457,2026-05-24,Email,Billing Question,0,3,0
CON00007443,SUB0002458,2024-01-21,Chat,Billing Question,1,5,0
CON00007444,SUB0002458,2025-02-15,Email,Technical Issue,1,5,0
CON00007445,SUB0002459,2026-03-26,Email,Billing Question,1,4,0
CON00007446,SUB0002460,2024-12-12,Email,Payment Issue,1,5,0
CON00007447,SUB0002460,2024-12-20,Chat,Payment Issue,0,4,0
CON00007448,SUB0002460,2024-12-07,Email,Payment Issue,0,3,0
CON00007449,SUB0002461,2026-05-21,Email,Feature Request,1,5,0
CON00007450,SUB0002461,2026-06-10,Phone,Billing Question,1,4,1
CON00007451,SUB0002463,2024-04-27,Phone,Plan Change,1,5,0
CON00007452,SUB0002463,2024-05-14,Web Form,Billing Question,1,5,0
CON00007453,SUB0002463,2024-07-17,Email,Account Access,0,5,0
CON00007454,SUB0002463,2024-10-26,Web Form,Billing Question,1,5,1
CON00007455,SUB0002463,2024-10-15,Email,Billing Question,1,5,0
CON00007456,SUB0002464,2025-04-09,Chat,Technical Issue,1,5,0
CON00007457,SUB0002464,2025-07-04,Chat,Technical Issue,1,4,0
CON00007458,SUB0002464,2025-12-24,Phone,Plan Change,1,5,0
CON00007459,SUB0002464,2026-03-04,Chat,Cancellation Inquiry,1,5,0
CON00007460,SUB0002465,2026-03-04,Web Form,Account Access,0,5,0
CON00007461,SUB0002466,2024-10-09,Email,Technical Issue,1,4,0
CON00007462,SUB0002466,2025-01-12,Email,Cancellation Inquiry,1,5,0
CON00007463,SUB0002466,2025-03-24,Chat,Feature Request,0,3,0
CON00007464,SUB0002466,2025-08-11,Web Form,Account Access,1,5,0
CON00007465,SUB0002466,2025-10-11,Web Form,Account Access,0,3,0
CON00007466,SUB0002466,2025-11-18,Chat,Plan Change,1,5,0
CON00007467,SUB0002466,2025-12-24,Phone,Technical Issue,1,4,0
CON00007468,SUB0002466,2026-02-09,Phone,Billing Question,1,5,0
CON00007469,SUB0002466,2026-03-01,Phone,Plan Change,1,5,0
CON00007470,SUB0002467,2025-03-23,Chat,Billing Question,1,5,1
CON00007471,SUB0002467,2025-04-26,Phone,Plan Change,1,5,0
CON00007472,SUB0002467,2025-07-15,Web Form,Account Access,1,5,0
CON00007473,SUB0002467,2025-08-02,Chat,Payment Issue,0,4,0
CON00007474,SUB0002467,2025-08-04,Phone,Technical Issue,1,4,0
CON00007475,SUB0002467,2025-09-24,Email,Product Usability,0,2,0
CON00007476,SUB0002467,2025-09-09,Phone,Product Usability,1,5,0
CON00007477,SUB0002467,2025-11-09,Web Form,Account Access,0,4,0
CON00007478,SUB0002467,2026-01-04,Chat,Account Access,0,4,0
CON00007479,SUB0002467,2026-02-13,Phone,Plan Change,1,5,0
CON00007480,SUB0002467,2026-05-05, Web Form ,Plan Change,1,4,0
CON00007481,SUB0002467,2026-06-02,Web Form,Product Usability,1,4,0
CON00007482,SUB0002468,2025-03-16,Email,Cancellation Inquiry,0,4,0
CON00007483,SUB0002468,2025-07-06,Phone,Technical Issue,1,5,0
CON00007484,SUB0002468,2025-08-12,Web Form,Account Access,0,4,0
CON00007485,SUB0002468,2025-12-19,Chat,Feature Request,1,5,0
CON00007486,SUB0002468,2026-02-26,Email,Billing Question,1,5,0
CON00007487,SUB0002468,2026-02-08,Email,Technical Issue,1,5,0
CON00007488,SUB0002468,2026-02-25,Email,Account Access,0,4,0
CON00007489,SUB0002468,2026-03-13,Email,Account Access,0,4,0
CON00007490,SUB0002469,2024-05-20,Phone,Account Access,1,4,0
CON00007491,SUB0002469,2024-05-21,Chat,Technical Issue,1,4,0
CON00007492,SUB0002469,2024-08-05,Chat,Product Usability,1,4,0
CON00007493,SUB0002469,2024-08-19,Phone,Product Usability,1,5,0
CON00007494,SUB0002469,2024-08-20,Email,Plan Change,1,5,0
CON00007495,SUB0002469,2024-09-16,Chat,Technical Issue,1,4,0
CON00007496,SUB0002469,2025-02-11,Chat,Account Access,1,5,0
CON00007497,SUB0002469,2025-03-10,Email,Account Access,0,4,0
CON00007498,SUB0002469,2025-03-26,Web Form,Feature Request,0,4,0
CON00007499,SUB0002469,2025-09-04,Chat,Plan Change,1,4,0
CON00007500,SUB0002470,2024-07-25,Web Form,Plan Change,1,5,0
CON00007501,SUB0002470,2024-08-26,Chat,Plan Change,1,5,0
CON00007502,SUB0002470,2024-10-19,Web Form,Technical Issue,1,5,0
CON00007503,SUB0002470,2024-11-07,Phone,Billing Question,1,5,0
CON00007504,SUB0002470,2025-03-18,Chat,Billing Question,1,5,0
CON00007505,SUB0002470,2025-03-13,Chat,Plan Change,1,5,0
CON00007506,SUB0002470,2025-10-06,Email,Payment Issue,1,5,0
CON00007507,SUB0002470,2026-06-11,Phone,Billing Question,1,4,0
CON00007508,SUB0002472,2026-03-04,Phone,Plan Change,1,4,0
CON00007509,SUB0002473,2025-10-20,Chat,Cancellation Inquiry,1,4,0
CON00007510,SUB0002473,2025-12-19,Chat,Plan Change,1,5,0
CON00007511,SUB0002473,2026-01-23,Chat,Technical Issue,1,5,0
CON00007512,SUB0002473,2026-06-04,Chat,Billing Question,0,4,0
CON00007513,SUB0002474,2024-10-10,Web Form,Technical Issue,1,4,0
CON00007514,SUB0002475,2024-09-27,Email,Account Access,1,5,0
CON00007515,SUB0002475,2024-12-17,Email,Feature Request,0,4,0
CON00007516,SUB0002475,2025-02-23,Email,Account Access,1,5,0
CON00007517,SUB0002475,2025-03-05,Email,Feature Request,1,5,0
CON00007518,SUB0002475,2025-12-10,Phone,Billing Question,0,4,0
CON00007519,SUB0002475,2025-12-12,Phone,Plan Change,1,4,0
CON00007520,SUB0002475,2026-04-15,Phone,Account Access,1,4,0
CON00007521,SUB0002475,2026-04-13,Phone,Plan Change,1,4,0
CON00007522,SUB0002476,2024-02-18,Chat,Technical Issue,0,3,0
CON00007523,SUB0002476,2024-04-12,Chat,Feature Request,1,4,0
CON00007524,SUB0002476,2024-08-10,Phone,Plan Change,1,5,0
CON00007525,SUB0002476,2024-12-22,Phone,Account Access,1,4,0
CON00007526,SUB0002476,2024-12-10,Email,Cancellation Inquiry,0,4,0
CON00007527,SUB0002476,2025-09-20,Chat,Plan Change,1,5,0
CON00007528,SUB0002476,2025-11-14,Web Form,Cancellation Inquiry,0,3,0
CON00007529,SUB0002476,2025-12-06,Email,Account Access,1,5,0
CON00007530,SUB0002477,2025-06-13,Phone,Feature Request,0,3,0
CON00007531,SUB0002477,2025-10-06,Email,Cancellation Inquiry,1,5,0
CON00007532,SUB0002477,2025-11-23,Email,Account Access,1,4,0
CON00007533,SUB0002477,2026-04-17,Phone,Plan Change,1,5,0
CON00007534,SUB0002477,2026-06-01,Phone,Billing Question,0,4,0
CON00007535,SUB0002479,2026-02-08,Chat,Plan Change,1,5,0
CON00007536,SUB0002479,2026-04-01,Chat,Feature Request,1,5,0
CON00007537,SUB0002480,2024-05-15,Email,Plan Change,1,5,0
CON00007538,SUB0002480,2025-07-03,Email,Feature Request,1,5,0
CON00007539,SUB0002480,2025-08-16,Chat,Product Usability,1,4,0
CON00007540,SUB0002480,2026-04-03,Web Form,Billing Question,1,3,0
CON00007541,SUB0002480,2026-05-07,Chat,Billing Question,1,5,0
CON00007542,SUB0002481,2025-10-06,Phone,Billing Question,1,4,0
CON00007543,SUB0002481,2026-02-05,Email,Technical Issue,0,3,0
CON00007544,SUB0002482,2025-07-10,Phone,Feature Request,1,5,0
CON00007545,SUB0002482,2026-01-09,Phone,Feature Request,0,4,0
CON00007546,SUB0002482,2026-04-05,Phone,Technical Issue,0,4,0
CON00007547,SUB0002483,2026-03-01,Web Form,Feature Request,1,4,0
CON00007548,SUB0002483,2026-06-21,Phone,Cancellation Inquiry,1,4,0
CON00007549,SUB0002484,2026-02-06,Phone,Billing Question,1,5,1
CON00007550,SUB0002485,2026-06-04,Chat,Billing Question,0,4,0
CON00007551,SUB0002488,2024-08-06,Chat,Payment Issue,1,5,0
CON00007552,SUB0002488,2024-09-08,Email,Plan Change,1,5,0
CON00007553,SUB0002488,2025-04-14,Phone,Billing Question,0,4,0
CON00007554,SUB0002488,2025-08-10,Phone,Feature Request,1,5,0
CON00007555,SUB0002488,2025-11-23,Email,Plan Change,1,5,0
CON00007556,SUB0002489,2025-02-11,Web Form,Technical Issue,0,4,0
CON00007557,SUB0002489,2025-04-06,Phone,Account Access,1,5,0
CON00007558,SUB0002489,2026-04-14,Web Form,Plan Change,1,5,0
CON00007559,SUB0002490,2026-04-12,Phone,Cancellation Inquiry,1,4,0
CON00007560,SUB0002491,2024-11-03,Web Form,Billing Question,1,5,0
CON00007561,SUB0002491,2026-06-25,Chat,Billing Question,1,5,1
CON00007562,SUB0002493,2025-05-09,Email,Technical Issue,0,3,0
CON00007563,SUB0002494,2026-01-08,Phone,Feature Request,1,4,0
CON00007564,SUB0002494,2026-05-16,Chat,Product Usability,1,5,0
CON00007565,SUB0002495,2025-08-07,Web Form,Technical Issue,1,4,0
CON00007566,SUB0002495,2025-09-06,Chat,Plan Change,1,4,0
CON00007567,SUB0002495,2025-09-16,Phone,Technical Issue,1,4,0
CON00007568,SUB0002496,2025-08-17,Chat,Billing Question,1,4,0
CON00007569,SUB0002496,2025-12-09,Phone,Cancellation Inquiry,1,5,0
CON00007570,SUB0002496,2026-06-13,Chat,Feature Request,1,5,0
CON00007571,SUB0002497,2025-07-25,Email,Product Usability,1,5,0
CON00007572,SUB0002498,2024-07-18,Chat,Product Usability,1,4,0
CON00007573,SUB0002498,2024-07-26,Email,Product Usability,1,5,0
CON00007574,SUB0002498,2024-09-05,Email,Billing Question,1,5,0
CON00007575,SUB0002499,2024-04-07,Chat,Technical Issue,1,4,0
CON00007576,SUB0002499,2024-07-13,Phone,Plan Change,1,5,0
CON00007577,SUB0002499,2025-03-14,Phone,Technical Issue,0,3,0
CON00007578,SUB0002499,2025-06-24,Chat,Account Access,0,4,0
CON00007579,SUB0002499,2025-10-03,Phone,Account Access,1,5,0
CON00007580,SUB0002500,2024-12-16,Phone,Plan Change,0,4,0
CON00007581,SUB0002500,2025-02-17,Web Form,Account Access,1,5,0
CON00007582,SUB0002501,2025-04-05,Chat,Feature Request,1,5,0
CON00007583,SUB0002501,2025-06-06,Chat,Account Access,1,5,0
CON00007584,SUB0002501,2026-03-14,Chat,Technical Issue,1,5,0
CON00007585,SUB0002502,2024-09-27,Phone,Account Access,1,5,0
CON00007586,SUB0002502,2024-10-21,Email,Product Usability,0,4,0
CON00007587,SUB0002502,2024-11-04,Phone,Plan Change,1,5,0
CON00007588,SUB0002502,2025-07-25,Chat,Plan Change,1,5,0
CON00007589,SUB0002502,2025-07-07,Phone,Feature Request,1,5,0
CON00007590,SUB0002504,2025-07-16,Chat,Billing Question,1,5,0
CON00007591,SUB0002504,2025-08-23,Phone,Billing Question,1,4,0
CON00007592,SUB0002504,2025-12-16,Chat,Technical Issue,0,4,0
CON00007593,SUB0002505,2024-01-26,Chat,Cancellation Inquiry,0,3,0
CON00007594,SUB0002505,2024-08-23,Email,Technical Issue,1,5,0
CON00007595,SUB0002505,2024-09-19,Phone,Account Access,1,5,0
CON00007596,SUB0002505,2024-09-12,Phone,Plan Change,1,5,0
CON00007597,SUB0002505,2024-11-25,Email,Payment Issue,1,4,0
CON00007598,SUB0002505,2025-05-20,Email,Feature Request,0,3,0
CON00007599,SUB0002505,2025-06-11,Email,Cancellation Inquiry,1,4,0
CON00007600,SUB0002505,2025-09-15,Email,Account Access,0,4,0
CON00007601,SUB0002506,2025-06-22,Email,Billing Question,1,5,0
CON00007602,SUB0002506,2026-05-26,Chat,Technical Issue,1,5,0
CON00007603,SUB0002507,2026-04-23,Chat,Account Access,0,2,0
CON00007604,SUB0002507,2026-04-14,Chat,Cancellation Inquiry,1,5,0
CON00007605,SUB0002507,2026-06-06,Chat,Plan Change,1,5,0
CON00007606,SUB0002508,2026-01-17,Chat,Feature Request,1,4,0
CON00007607,SUB0002508,2026-02-02,Email,Feature Request,1,4,0
CON00007608,SUB0002509,2025-03-22,Email,Feature Request,0,3,0
CON00007609,SUB0002509,2025-10-23,Phone,Plan Change,1,5,0
CON00007610,SUB0002509,2026-01-24,Phone,Technical Issue,1,5,0
CON00007611,SUB0002509,2026-05-13,Chat,Feature Request,1,3,0
CON00007612,SUB0002509,2026-06-11,Phone,Feature Request,1,5,0
CON00007613,SUB0002511,2025-04-23,Phone,Plan Change,1,5,0
CON00007614,SUB0002511,2025-05-24,Email,Account Access,0,3,0
CON00007615,SUB0002511,2025-07-27,Email,Feature Request,1,5,0
CON00007616,SUB0002513,2025-01-06,Chat,Account Access,1,4,0
CON00007617,SUB0002513,2025-04-17,Email,Feature Request,1,4,0
CON00007618,SUB0002513,2025-06-20,Phone,Billing Question,0,3,0
CON00007619,SUB0002513,2025-07-26,Chat,Account Access,1,4,0
CON00007620,SUB0002514,2025-11-09,Phone,Payment Issue,1,5,0
CON00007621,SUB0002514,2025-12-20,Phone,Plan Change,1,5,0
CON00007622,SUB0002514,2026-02-26,Phone,Technical Issue,0,5,0
CON00007623,SUB0002515,2025-07-19,Phone,Technical Issue,0,5,0
CON00007624,SUB0002515,2025-10-10,Chat,Product Usability,1,5,0
CON00007625,SUB0002515,2025-10-09,Chat,Technical Issue,1,4,0
CON00007626,SUB0002516,2024-08-12,Email,Feature Request,1,5,0
CON00007627,SUB0002516,2025-04-15,Email,Plan Change,1,5,0
CON00007628,SUB0002516,2025-10-04,Phone,Technical Issue,1,5,0
CON00007629,SUB0002516,2025-10-16,Phone,Account Access,1,5,0
CON00007630,SUB0002516,2026-02-16,Email,Account Access,0,4,0
CON00007631,SUB0002516,2026-04-01,Phone,Plan Change,0,2,0
CON00007632,SUB0002516,2026-06-22,Phone,Cancellation Inquiry,0,3,0
CON00007633,SUB0002517,2026-01-23,Email,Plan Change,1,5,0
CON00007634,SUB0002517,2026-01-19,Phone,Plan Change,1,5,0
CON00007635,SUB0002518,2026-02-23,Chat,Feature Request,1,4,0
CON00007636,SUB0002519,2025-10-09,Chat,Feature Request,1,5,0
CON00007637,SUB0002519,2026-06-10,Chat,Feature Request,1,5,0
CON00007638,SUB0002520,2026-04-09,Chat,Cancellation Inquiry,0,3,0
CON00007639,SUB0002522,2024-03-05,Chat,Feature Request,1,5,0
CON00007640,SUB0002522,2024-10-26,Phone,Feature Request,1,5,0
CON00007641,SUB0002522,2024-12-09,Chat,Technical Issue,1,5,0
CON00007642,SUB0002522,2024-12-14,Chat,Product Usability,1,4,0
CON00007643,SUB0002523,2026-06-21,Email,Billing Question,1,4,0
CON00007644,SUB0002524,2025-02-23,Email,Plan Change,1,4,0
CON00007645,SUB0002524,2025-05-09,Phone,Feature Request,1,5,0
CON00007646,SUB0002524,2025-07-18,Chat,Technical Issue,0,4,0
CON00007647,SUB0002524,2026-01-09,Phone,Billing Question,1,5,0
CON00007648,SUB0002524,2026-05-18,Web Form,Account Access,1,5,0
CON00007649,SUB0002525,2025-06-22,Email,Technical Issue,1,5,0
CON00007650,SUB0002525,2026-01-23,Chat,Feature Request,0,3,0
CON00007651,SUB0002526,2024-08-01,Phone,Account Access,1,4,0
CON00007652,SUB0002526,2024-11-14,Phone,Cancellation Inquiry,1,5,0
CON00007653,SUB0002527,2026-03-16, Phone ,Billing Question,1,5,0
CON00007654,SUB0002527,2026-06-13,Chat,Technical Issue,0,5,0
CON00007655,SUB0002529,2025-04-08,Email,Technical Issue,1,4,0
CON00007656,SUB0002529,2025-09-16,Chat,Feature Request,1,5,0
CON00007657,SUB0002529,2025-11-11,Phone,Account Access,1,4,0
CON00007658,SUB0002529,2025-12-03,Chat,Technical Issue,1,4,0
CON00007659,SUB0002529,2026-01-13,Phone,Billing Question,1,4,0
CON00007660,SUB0002529,2026-02-13,Chat,Payment Issue,1,5,0
CON00007661,SUB0002529,2026-02-13,Chat,Billing Question,1,5,0
CON00007662,SUB0002529,2026-05-15,Phone,Plan Change,1,5,0
CON00007663,SUB0002529,2026-05-27,Email,Feature Request,1,5,0
CON00007664,SUB0002530,2025-04-18,Phone,Plan Change,1,4,0
CON00007665,SUB0002531,2025-04-11,Email,Plan Change,0,5,0
CON00007666,SUB0002532,2024-11-09,Chat,Account Access,1,5,0
CON00007667,SUB0002532,2025-01-09,Email,Technical Issue,1,5,0
CON00007668,SUB0002532,2025-01-25,Phone,Plan Change,1,5,0
CON00007669,SUB0002532,2025-04-10,Phone,Feature Request,1,4,0
CON00007670,SUB0002532,2025-04-26,Phone,Cancellation Inquiry,1,4,0
CON00007671,SUB0002532,2025-05-03,Phone,Technical Issue,1,5,0
CON00007672,SUB0002532,2025-08-04,Web Form,Cancellation Inquiry,1,4,0
CON00007673,SUB0002532,2025-08-10,Chat,Billing Question,1,5,0
CON00007674,SUB0002532,2026-03-23,Phone,Technical Issue,1,5,0
CON00007675,SUB0002532,2026-06-14,Phone,Billing Question,0,5,0
CON00007676,SUB0002533,2024-05-10,Phone,Account Access,1,4,0
CON00007677,SUB0002533,2024-07-06,Email,Plan Change,0,3,0
CON00007678,SUB0002533,2025-05-15,Chat,Product Usability,1,5,0
CON00007679,SUB0002533,2025-07-24,Chat,Billing Question,0,4,0
CON00007680,SUB0002534,2026-04-09,Email,Billing Question,1,5,1
CON00007681,SUB0002535,2024-01-05,Chat,Cancellation Inquiry,1,3,0
CON00007682,SUB0002535,2024-10-09,Phone,Technical Issue,1,5,0
CON00007683,SUB0002535,2024-11-13,Email,Account Access,1,4,0
CON00007684,SUB0002535,2024-12-06,Email,Plan Change,0,4,0
CON00007685,SUB0002535,2025-06-14,Phone,Billing Question,1,5,0
CON00007686,SUB0002536,2026-01-22,Web Form,Technical Issue,1,4,0
CON00007687,SUB0002537,2025-06-05,Web Form,Technical Issue,0,4,0
CON00007688,SUB0002537,2025-11-25,Phone,Billing Question,1,4,0
CON00007689,SUB0002537,2026-01-19,Chat,Technical Issue,1,5,0
CON00007690,SUB0002537,2026-02-02,Phone,Feature Request,1,5,0
CON00007691,SUB0002537,2026-03-01,Email,Feature Request,1,5,0
CON00007692,SUB0002537,2026-04-23,Email,Plan Change,1,5,0
CON00007693,SUB0002537,2026-06-22,Phone,Billing Question,0,4,1
CON00007694,SUB0002537,2026-06-15,Chat,Account Access,1,4,0
CON00007695,SUB0002537,2026-06-07,Chat,Account Access,1,5,0
CON00007696,SUB0002538,2026-02-06,Phone,Plan Change,0,3,0
CON00007697,SUB0002539,2026-01-24,Phone,Billing Question,1,4,1
CON00007698,SUB0002539,2026-05-13,Email,Feature Request,1,4,0
CON00007699,SUB0002540,2024-04-25,Chat,Feature Request,1,4,0
CON00007700,SUB0002540,2024-09-15,Chat,Feature Request,1,4,0
CON00007701,SUB0002540,2025-06-08,Phone,Feature Request,1,5,0
CON00007702,SUB0002540,2025-08-27,Email,Technical Issue,0,4,0
CON00007703,SUB0002540,2026-04-08,Web Form,Technical Issue,0,4,0
CON00007704,SUB0002541,2024-03-25,Chat,Technical Issue,1,5,0
CON00007705,SUB0002542,2024-12-15,Chat,Account Access,1,5,0
CON00007706,SUB0002543,2025-07-07,Email,Plan Change,1,5,0
CON00007707,SUB0002543,2025-08-26,Chat,Cancellation Inquiry,1,5,0
CON00007708,SUB0002543,2026-03-06,Email,Plan Change,1,5,0
CON00007709,SUB0002544,2026-02-22,Chat,Account Access,1,5,0
CON00007710,SUB0002544,2026-04-22,Chat,Plan Change,1,4,0
CON00007711,SUB0002544,2026-05-18,Web Form,Plan Change,1,5,0
CON00007712,SUB0002544,2026-06-13, Email ,Plan Change,1,5,0
CON00007713,SUB0002544,2026-06-01,Chat,Technical Issue,0,3,0
CON00007714,SUB0002545,2026-06-03,Web Form,Billing Question,1,5,1
CON00007715,SUB0002545,2026-06-17,Chat,Account Access,1,5,0
CON00007716,SUB0002546,2024-09-25,Email,Account Access,1,5,0
CON00007717,SUB0002546,2025-01-23,Chat,Billing Question,1,4,0
CON00007718,SUB0002546,2025-02-12,Chat,Technical Issue,1,4,0
CON00007719,SUB0002546,2025-03-26,Phone,Cancellation Inquiry,1,5,0
CON00007720,SUB0002546,2025-05-01,Phone,Technical Issue,0,4,0
CON00007721,SUB0002546,2026-01-08,Chat,Account Access,0,4,0
CON00007722,SUB0002547,2026-02-04,Chat,Feature Request,1,5,0
CON00007723,SUB0002548,2026-01-07,Chat,Plan Change,1,5,0
CON00007724,SUB0002548,2026-01-24,Chat,Cancellation Inquiry,0,3,0
CON00007725,SUB0002548,2026-04-12,Email,Technical Issue,1,5,0
CON00007726,SUB0002548,2026-05-21,Chat,Plan Change,1,4,0
CON00007727,SUB0002549,2025-10-17,Email,Plan Change,0,3,0
CON00007728,SUB0002549,2026-04-12,Chat,Plan Change,1,5,0
CON00007729,SUB0002550,2024-11-22,Email,Technical Issue,0,3,0
CON00007730,SUB0002550,2025-04-06,Email,Technical Issue,0,4,0
CON00007731,SUB0002550,2025-07-11,Chat,Plan Change,1,5,0
CON00007732,SUB0002550,2025-09-02,Email,Technical Issue,1,4,0
CON00007733,SUB0002550,2025-10-06,Phone,Product Usability,0,3,0
CON00007734,SUB0002550,2026-04-02,Email,Plan Change,1,5,0
CON00007735,SUB0002551,2025-03-24,Email,Payment Issue,0,4,0
CON00007736,SUB0002551,2025-06-19,Chat,Billing Question,1,5,1
CON00007737,SUB0002551,2025-06-11,Phone,Billing Question,1,4,0
CON00007738,SUB0002551,2025-10-27,Email,Billing Question,1,5,0
CON00007739,SUB0002551,2026-01-14,Chat,Feature Request,0,5,0
CON00007740,SUB0002551,2026-06-07,Email,Account Access,0,4,0
CON00007741,SUB0002552,2025-11-08,Email,Feature Request,1,4,0
CON00007742,SUB0002552,2026-01-14,Chat,Cancellation Inquiry,0,3,0
CON00007743,SUB0002552,2026-05-24,Phone,Cancellation Inquiry,1,4,0
CON00007744,SUB0002553,2024-09-05,Phone,Plan Change,0,3,0
CON00007745,SUB0002554,2025-05-21,Phone,Technical Issue,0,4,0
CON00007746,SUB0002554,2025-08-27,Email,Product Usability,1,5,0
CON00007747,SUB0002554,2025-12-01,Email,Product Usability,0,4,0
CON00007748,SUB0002554,2025-12-22,Email,Product Usability,1,4,0
CON00007749,SUB0002555,2025-07-10,Email,Billing Question,0,4,1
CON00007750,SUB0002556,2024-09-09,Email,Technical Issue,1,5,0
CON00007751,SUB0002556,2025-01-17,Phone,Billing Question,1,5,0
CON00007752,SUB0002556,2025-06-21,Phone,Product Usability,0,4,0
CON00007753,SUB0002556,2025-10-04,Chat,Technical Issue,0,4,0
CON00007754,SUB0002556,2025-12-24,Email,Account Access,1,4,0
CON00007755,SUB0002556,2026-05-06,Email,Account Access,1,5,0
CON00007756,SUB0002556,2026-05-02,Email,Feature Request,1,5,0
CON00007757,SUB0002557,2026-01-18,Email,Account Access,0,4,0
CON00007758,SUB0002557,2026-05-21,Email,Cancellation Inquiry,0,3,0
CON00007759,SUB0002558,2025-02-12,Email,Technical Issue,1,5,0
CON00007760,SUB0002558,2025-05-09,Chat,Cancellation Inquiry,1,4,0
CON00007761,SUB0002558,2025-06-07,Chat,Technical Issue,0,3,0
CON00007762,SUB0002558,2026-02-27,Chat,Billing Question,1,5,0
CON00007763,SUB0002558,2026-02-27,Email,Technical Issue,0,4,0
CON00007764,SUB0002558,2026-06-06,Email,Billing Question,1,4,0
CON00007765,SUB0002558,2026-06-04,Chat,Technical Issue,0,4,0
CON00007766,SUB0002559,2026-01-20,Chat,Technical Issue,1,4,0
CON00007767,SUB0002559,2026-05-14,Email,Plan Change,1,4,0
CON00007768,SUB0002559,2026-05-22,Email,Cancellation Inquiry,1,4,0
