customer_id,signup_date,country,customer_segment,acquisition_channel,age_group
CUST000941,2025-04-19,US,Consumer,Organic Search,55+
CUST000942,2026-02-06,GB,Premium Consumer,Affiliate,18-24
CUST000943,2024-01-21,US,Consumer,Partner,45-54
CUST000944,2025-11-13,BR,Consumer,Referral,35-44
CUST000945,2025-09-15,MX,Premium Consumer,Paid Social,18-24
CUST000946,2025-02-27,US,Consumer,Direct,25-34
CUST000947,2024-06-01,US,Small Business,Referral,55+
CUST000948,2025-07-28,BR,Consumer,Paid Social,45-54
CUST000949,2025-04-03,MX,Consumer,Direct,35-44
CUST000950,2026-01-18,US,Small Business,Direct,45-54
CUST000951,2024-08-24,MX,Small Business,Referral,25-34
CUST000952,2026-02-23,GB,Consumer,Organic Search,18-24
CUST000953,2025-06-15,CR,Consumer,Partner,45-54
CUST000954,2024-03-15,MX,Premium Consumer,Paid Social,35-44
CUST000955,2025-04-23,BR,Consumer,Affiliate,25-34
CUST000956,2024-08-09,CA,Consumer,Referral,18-24
CUST000957,2024-10-06,GB,Consumer,Paid Social,55+
CUST000958,2025-03-07,US,Consumer,Partner,25-34
CUST000959,2025-12-16,CA,Small Business,Direct,25-34
CUST000960,2024-01-19,BR,Consumer,Affiliate,35-44
CUST000961,2026-03-12,MX,Premium Consumer,Referral,25-34
CUST000962,2025-10-04,GB,Consumer,Partner,25-34
CUST000963,2024-01-12,GB,Consumer,Affiliate,35-44
CUST000964,2024-09-22,US,Consumer,Direct,25-34
CUST000965,2025-04-15,CA,Consumer,Paid Social,18-24
CUST000966,2025-08-10,CR,Premium Consumer,Referral,25-34
CUST000967,2025-07-21,GB,Consumer,Direct,25-34
CUST000968,2025-10-17,MX,Consumer,Paid Social,35-44
CUST000969,2025-11-04,CR,Consumer,Paid Social,25-34
CUST000970,2025-03-20,US,Premium Consumer,Direct,45-54
CUST000971,2025-03-16,CR,Consumer,Paid Social,45-54
CUST000972,2024-12-25,BR,Premium Consumer,Paid Social,55+
CUST000973,2024-04-22,GB,Consumer,Referral,25-34
CUST000974,2026-03-19,CA,Consumer,Organic Search,45-54
CUST000975,2025-01-29,US,Consumer,Affiliate,35-44
CUST000976,2026-03-11,BR,Consumer,Direct,55+
CUST000977,2025-02-27,US,Consumer,Direct,25-34
CUST000978,2024-03-14,CA,Consumer,Direct,25-34
CUST000979,2025-12-05,US,Consumer,Partner,18-24
CUST000980,2025-01-31,BR,Consumer,Partner,45-54
CUST000981,2026-02-05,US,Consumer,Direct,25-34
CUST000982,2024-05-22,CR,Consumer,Organic Search,18-24
CUST000983,2024-09-16,GB,Consumer,Organic Search,25-34
CUST000984,2024-03-24,US,Consumer,Partner,25-34
CUST000985,2024-08-15,US,Small Business,Paid Social,25-34
CUST000986,2025-02-07,US,Consumer,Affiliate,35-44
CUST000987,2024-03-07,GB,Consumer,Direct,35-44
CUST000988,2024-06-05,US,Consumer,Referral,25-34
CUST000989,2025-09-05,US,Premium Consumer,Organic Search,45-54
CUST000990,2025-10-21,CR,Consumer,Direct,55+
CUST000991,2024-04-16,CA,Consumer,Affiliate,25-34
CUST000992,2024-06-06,GB,Consumer,Direct,55+
CUST000993,2024-12-20,US,Consumer,Partner,25-34
CUST000994,2025-10-28,MX,Small Business,Paid Social,18-24
CUST000995,2024-12-08,US,Consumer,Organic Search,35-44
CUST000996,2025-11-02,US,Consumer,Direct,25-34
CUST000997,2025-02-03,BR,Consumer,Affiliate,55+
CUST000998,2024-07-24,CA,Consumer,Referral,45-54
CUST000999,2024-10-21,BR,Consumer,Paid Social,55+
CUST001000,2024-06-27,MX,Premium Consumer,Referral,25-34
CUST001001,2026-02-04,US,Premium Consumer,Organic Search,55+
CUST001002,2024-08-29,US,Consumer,Paid Social,55+
CUST001003,2024-01-25,MX,Consumer,Referral,35-44
CUST001004,2025-05-24,MX,Consumer,Organic Search,35-44
CUST001005,2025-02-05,CA,Consumer,Direct,35-44
CUST001006,2024-07-04,GB,Consumer,Direct,25-34
CUST001007,2024-05-03,GB,Consumer,Paid Social,55+
CUST001008,2024-04-18,US,Consumer,Affiliate,45-54
CUST001009,2024-05-11,CA,Consumer,Referral,25-34
CUST001010,2024-12-21,US,Consumer,Paid Social,25-34
CUST001011,2024-08-10,US,Consumer,Affiliate,45-54
CUST001012,2024-03-28,GB,Consumer,Organic Search,25-34
CUST001013,2024-04-07,GB,Consumer,Affiliate,55+
CUST001014,2024-01-17,US,Consumer,Organic Search,45-54
CUST001015,2024-02-09,US,Consumer,Organic Search,25-34
CUST001016,2026-03-23,CA,Consumer,Referral,35-44
CUST001017,2025-04-11,MX,Consumer,Partner,25-34
CUST001018,2024-03-03,US,Consumer,Direct,45-54
CUST001019,2025-05-23,US,Small Business,Paid Social,35-44
CUST001020,2024-11-11,CR,Consumer,Direct,25-34
CUST001021,2025-07-26,CA,Premium Consumer,Paid Social,55+
CUST001022,2024-07-22,BR,Consumer,Paid Social,45-54
CUST001023,2025-07-02,US,Small Business,Affiliate,18-24
CUST001024,2024-09-27,GB,Consumer,Referral,35-44
CUST001025,2024-12-16,MX,Consumer,Direct,18-24
CUST001026,2024-05-30,MX,Premium Consumer,Direct,35-44
CUST001027,2025-03-20,US,Consumer,Organic Search,25-34
CUST001028,2025-02-22,CA,Consumer,Partner,35-44
CUST001029,2024-06-18,GB,Consumer,Paid Social,25-34
CUST001030,2025-10-20,US,Consumer,Organic Search,25-34
CUST001031,2024-10-24,CA,Consumer,Referral,25-34
CUST001032,2024-07-30,CR,Consumer,Paid Social,25-34
CUST001033,2025-02-14,US,Consumer,Paid Social,35-44
CUST001034,2024-04-15,CR,Consumer,Direct,35-44
CUST001035,2024-12-04,CR,Consumer,Paid Social,35-44
CUST001036,2025-09-07,MX,Consumer,Organic Search,45-54
CUST001037,2024-01-11,GB,Consumer,Paid Social,45-54
CUST001038,2025-08-04,US,Consumer,Paid Social,55+
CUST001039,2024-02-23,US,Consumer,Referral,18-24
CUST001040,2024-09-18,US,Premium Consumer,Direct,25-34
CUST001041,2025-11-18,MX,Consumer,Paid Social,35-44
CUST001042,2025-06-06,MX,Consumer,Partner,18-24
CUST001043,2026-01-24,US,Consumer,Paid Social,25-34
CUST001044,2025-07-20,US,Consumer,Paid Social,45-54
CUST001045,2025-01-20,CA,Consumer,Affiliate,45-54
CUST001046,2025-05-17,US,Consumer,Organic Search,55+
CUST001047,2026-02-10,BR,Consumer,Paid Social,18-24
CUST001048,2024-12-07,BR,Consumer,Organic Search,45-54
CUST001049,2026-03-04,CR,Consumer,Paid Social,25-34
CUST001050,2025-06-15,BR,Consumer,Paid Social,25-34
CUST001051,2025-11-24,US,Consumer,Organic Search,35-44
CUST001052,2024-07-20,GB,Consumer,Partner,45-54
CUST001053,2025-11-08,US,Consumer,Paid Social,35-44
CUST001054,2024-06-11,CA,Small Business,Paid Social,25-34
CUST001055,2025-10-05,BR,Premium Consumer,Partner,35-44
CUST001056,2024-06-24,US,Premium Consumer,Partner,35-44
CUST001057,2025-12-29,GB,Premium Consumer,Organic Search,45-54
CUST001058,2024-07-01,MX,Consumer,Direct,55+
CUST001059,2025-03-13,GB,Consumer,Referral,25-34
CUST001060,2024-07-07,GB,Consumer,Affiliate,35-44
CUST001061,2024-12-21,US,Consumer,Organic Search,35-44
CUST001062,2025-09-17,CR,Consumer,Referral,18-24
CUST001063,2025-03-30,BR,Consumer,Direct,25-34
CUST001064,2024-02-25,CA,Consumer,Referral,45-54
CUST001065,2025-05-20,GB,Consumer,Paid Social,35-44
CUST001066,2025-11-03,BR,Consumer,Paid Social,45-54
CUST001067,2025-05-07,US,Consumer,Paid Social,35-44
CUST001068,2025-05-01,CR,Consumer,Affiliate,35-44
CUST001069,2025-03-11,CR,Consumer,Organic Search,25-34
CUST001070,2024-04-06,BR,Consumer,Direct,35-44
CUST001071,2025-11-16,CA,Premium Consumer,Affiliate,18-24
CUST001072,2024-10-19,GB,Consumer,Organic Search,35-44
CUST001073,2025-10-25,MX,Consumer,Affiliate,35-44
CUST001074,2024-04-28,BR,Consumer,Organic Search,55+
CUST001075,2025-05-24,BR,Consumer,Referral,35-44
CUST001076,2026-01-28,US,Consumer,Affiliate,35-44
CUST001077,2024-05-29,US,Small Business,Referral,35-44
CUST001078,2026-03-15,MX,Consumer,Direct,18-24
CUST001079,2024-01-06,MX,Consumer,Organic Search,35-44
CUST001080,2024-01-23,CR,Premium Consumer,Direct,45-54
CUST001081,2024-10-30,MX,Small Business,Referral,45-54
CUST001082,2025-12-04,US,Consumer,Organic Search,45-54
CUST001083,2025-02-10,US,Consumer,Affiliate,25-34
CUST001084,2025-09-17,US,Consumer,Organic Search,35-44
CUST001085,2024-05-14,US,Premium Consumer,Organic Search,35-44
CUST001086,2025-05-01,US,Consumer,Organic Search,35-44
CUST001087,2026-02-09,MX,Consumer,Referral,25-34
CUST001088,2025-12-10,BR,Premium Consumer,Organic Search,25-34
CUST001089,2025-06-27,US,Consumer,Direct,18-24
CUST001090,2024-09-05,MX,Premium Consumer,Referral,35-44
CUST001091,2025-06-04,CA,Consumer,Affiliate,18-24
CUST001092,2024-01-08,BR,Consumer,Referral,18-24
CUST001093,2025-06-01,US,Consumer,Referral,18-24
CUST001094,2025-02-17,US,Small Business,Organic Search,18-24
CUST001095,2025-07-15,MX,Consumer,Paid Social,18-24
CUST001096,2025-12-18,BR,Premium Consumer,Organic Search,35-44
CUST001097,2024-11-08,US,Consumer,Direct,35-44
CUST001098,2024-01-28,GB,Small Business,Referral,25-34
CUST001099,2024-04-29,US,Small Business,Referral,25-34
CUST001100,2025-10-20,GB,Consumer,Paid Social,35-44
CUST001101,2025-02-13,US,Consumer,Paid Social,45-54
CUST001102,2024-01-27,CA,Premium Consumer,Partner,45-54
CUST001103,2025-04-12,GB,Consumer,Referral,18-24
CUST001104,2025-02-07,US,Consumer,Organic Search,35-44
CUST001105,2024-04-09,US,Consumer,Direct,45-54
CUST001106,2024-12-17,US,Premium Consumer,Direct,25-34
CUST001107,2024-04-07,US,Consumer,Organic Search,25-34
CUST001108,2025-11-15,MX,Premium Consumer,Paid Social,18-24
CUST001109,2025-03-11,GB,Consumer,Direct,35-44
CUST001110,2025-02-05,US,Consumer,Paid Social,45-54
CUST001111,2025-04-30,BR,Premium Consumer,Paid Social,25-34
CUST001112,2025-06-16,MX,Consumer,Paid Social,25-34
CUST001113,2025-07-05,US,Premium Consumer,Referral,18-24
CUST001114,2024-09-24,US,Small Business,Partner,35-44
CUST001115,2024-01-18,US,Consumer,Affiliate,35-44
CUST001116,2025-09-02,BR,Consumer,Organic Search,35-44
CUST001117,2024-02-12,CA,Premium Consumer,Affiliate,25-34
CUST001118,2025-12-15,CA,Small Business,Affiliate,55+
CUST001119,2024-02-23,BR,Consumer,Organic Search,35-44
CUST001120,2024-02-04,CA,Consumer,Affiliate,35-44
CUST001121,2024-05-11,CA,Consumer,Paid Social,45-54
CUST001122,2024-03-05,US,Consumer,Organic Search,45-54
CUST001123,2025-11-13,MX,Consumer,Direct,35-44
CUST001124,2025-09-08,MX,Small Business,Organic Search,18-24
CUST001125,2026-01-16,GB,Consumer,Paid Social,35-44
CUST001126,2025-04-27,CR,Consumer,Affiliate,45-54
CUST001127,2025-11-03,US,Premium Consumer,Paid Social,18-24
CUST001128,2024-12-04,MX,Consumer,Organic Search,25-34
CUST001129,2026-02-11,CA,Consumer,Affiliate,25-34
CUST001130,2025-08-29,US,Small Business,Direct,25-34
CUST001131,2024-04-27,CA,Consumer,Organic Search,25-34
CUST001132,2024-04-27,CA,Consumer,Paid Social,35-44
CUST001133,2025-08-12,CR,Small Business,Referral,55+
CUST001134,2024-06-04,GB,Consumer,Organic Search,25-34
CUST001135,2024-03-12,CR,Consumer,Direct,35-44
CUST001136,2024-08-12,MX,Consumer,Referral,25-34
CUST001137,2024-11-30,CA,Consumer,Affiliate,55+
CUST001138,2024-01-25,BR,Consumer,Direct,25-34
CUST001139,2024-02-09,US,Consumer,Organic Search,55+
CUST001140,2025-02-04,CR,Consumer,Paid Social,25-34
CUST001141,2025-01-28,MX,Consumer,Organic Search,45-54
CUST001142,2025-01-22,MX,Consumer,Paid Social,25-34
CUST001143,2025-09-11,US,Consumer,Partner,45-54
CUST001144,2025-01-05,MX,Consumer,Referral,25-34
CUST001145,2025-09-02,CA,Premium Consumer,Partner,45-54
CUST001146,2025-03-05,CR,Consumer,Partner,45-54
CUST001147,2025-07-29,GB,Consumer,Direct,18-24
CUST001148,2024-07-19,US,Consumer,Organic Search,25-34
CUST001149,2024-05-24,GB,Consumer,Organic Search,18-24
CUST001150,2024-08-13,MX,Small Business,Paid Social,45-54
CUST001151,2024-03-06,CA,Consumer,Direct,35-44
CUST001152,2025-10-26,US,Consumer,Affiliate,35-44
CUST001153,2025-05-02,CR,Consumer,Affiliate,18-24
CUST001154,2024-08-18,GB,Consumer,Affiliate,18-24
CUST001155,2024-10-01,CA,Consumer,Paid Social,55+
CUST001156,2025-03-29,BR,Premium Consumer,Organic Search,45-54
CUST001157,2025-03-20,CA,Consumer,Affiliate,25-34
CUST001158,2025-06-09,CA,Small Business,Direct,25-34
CUST001159,2024-11-30,BR,Premium Consumer,Direct,45-54
CUST001160,2024-01-25,MX,Premium Consumer,Partner,25-34
CUST001161,2024-02-22,US,Consumer,Referral,25-34
CUST001162,2025-07-29,CR,Small Business,Organic Search,55+
CUST001163,2025-07-29,CA,Consumer,Direct,55+
CUST001164,2025-11-27,US,Consumer,Organic Search,18-24
CUST001165,2024-11-07,BR,Consumer,Referral,18-24
CUST001166,2024-11-30,MX,Consumer,Paid Social,45-54
CUST001167,2024-09-06,MX,Premium Consumer,Paid Social,35-44
CUST001168,2025-02-20,MX,Premium Consumer,Direct,18-24
CUST001169,2025-11-15,US,Consumer,Partner,35-44
CUST001170,2025-09-09,US,Consumer,Organic Search,45-54
CUST001171,2026-03-03,US,Consumer,Direct,35-44
CUST001172,2024-06-18,GB,Consumer,Organic Search,25-34
CUST001173,2024-05-07,CA,Premium Consumer,Referral,45-54
CUST001174,2025-06-21,GB,Small Business,Organic Search,45-54
CUST001175,2024-08-01,US,Consumer,Organic Search,45-54
CUST001176,2024-05-11,GB,Consumer,Partner,25-34
CUST001177,2025-12-30,US,Consumer,Referral,18-24
CUST001178,2024-01-22,US,Consumer,Organic Search,18-24
CUST001179,2024-06-28,US,Consumer,Organic Search,45-54
CUST001180,2024-12-30,US,Consumer,Paid Social,45-54
CUST001181,2025-12-19,GB,Premium Consumer,Organic Search,45-54
CUST001182,2025-01-03,MX,Premium Consumer,Partner,25-34
CUST001183,2026-02-05,CA,Consumer,Organic Search,45-54
CUST001184,2024-03-20,GB,Consumer,Referral,35-44
CUST001185,2025-08-14,US,Consumer,Partner,35-44
CUST001186,2025-01-20,MX,Consumer,Partner,25-34
CUST001187,2024-02-02,MX,Consumer,Referral,45-54
CUST001188,2025-05-10,MX,Premium Consumer,Organic Search,25-34
CUST001189,2024-12-11,CR,Premium Consumer,Organic Search,25-34
CUST001190,2026-01-09,GB,Consumer,Paid Social,45-54
CUST001191,2025-02-04,CR,Consumer,Affiliate,25-34
CUST001192,2025-10-26,US,Small Business,Partner,25-34
CUST001193,2025-08-08,US,Consumer,Referral,18-24
CUST001194,2024-09-29,CR,Consumer,Organic Search,55+
CUST001195,2025-12-14,GB,Premium Consumer,Organic Search,45-54
CUST001196,2024-11-11,US,Consumer,Referral,45-54
CUST001197,2024-08-04,BR,Consumer,Organic Search,35-44
CUST001198,2024-08-19,US,Small Business,Paid Social,18-24
CUST001199,2024-01-15,CR,Consumer,Referral,35-44
CUST001200,2024-10-18,US,Consumer,Organic Search,25-34
CUST001201,2024-08-14,CA,Premium Consumer,Direct,25-34
CUST001202,2025-09-14,BR,Small Business,Affiliate,55+
CUST001203,2024-07-08,CA,Consumer,Organic Search,55+
CUST001204,2024-05-20,US,Consumer,Referral,25-34
CUST001205,2026-02-23,GB,Consumer,Paid Social,35-44
CUST001206,2024-01-04,MX,Consumer,Paid Social,18-24
CUST001207,2025-06-18,US,Small Business,Affiliate,35-44
CUST001208,2025-01-22,US,Premium Consumer,Affiliate,25-34
CUST001209,2024-05-27,CA,Premium Consumer,Affiliate,35-44
CUST001210,2024-07-04,MX,Consumer,Organic Search,18-24
CUST001211,2024-02-10,MX,Consumer,Paid Social,35-44
CUST001212,2024-09-08,MX,Consumer,Affiliate,55+
CUST001213,2024-12-17,US,Premium Consumer,Organic Search,25-34
CUST001214,2026-03-23,CA,Consumer,Direct,45-54
CUST001215,2025-05-01,US,Consumer,Organic Search,25-34
CUST001216,2026-01-02,CR,Consumer,Paid Social,25-34
CUST001217,2025-05-04,US,Small Business,Affiliate,35-44
CUST001218,2026-01-18,CA,Small Business,Paid Social,35-44
CUST001219,2024-07-29,BR,Premium Consumer,Referral,55+
CUST001220,2025-02-02,US,Consumer,Referral,35-44
CUST001221,2025-02-24,MX,Consumer,Organic Search,45-54
CUST001222,2024-07-18,CA,Consumer,Paid Social,45-54
CUST001223,2025-12-05,US,Premium Consumer,Direct,18-24
CUST001224,2025-10-23,US,Small Business,Partner,25-34
CUST001225,2025-10-20,MX,Premium Consumer,Direct,35-44
CUST001226,2025-02-05,BR,Consumer,Paid Social,25-34
CUST001227,2024-01-10,BR,Consumer,Direct,35-44
CUST001228,2026-02-03,CA,Consumer,Partner,55+
CUST001229,2025-11-30,CR,Consumer,Referral,35-44
CUST001230,2024-08-03,US,Premium Consumer,Organic Search,35-44
CUST001231,2024-05-27,US,Consumer,Direct,35-44
CUST001232,2026-01-12,CA,Consumer,Paid Social,35-44
CUST001233,2025-05-09,US,Consumer,Affiliate,45-54
CUST001234,2025-12-03,US,Premium Consumer,Paid Social,55+
CUST001235,2026-01-12,CA,Consumer,Affiliate,25-34
CUST001236,2025-04-05,CA,Consumer,Paid Social,35-44
CUST001237,2024-07-06,US,Consumer,Paid Social,25-34
CUST001238,2024-06-03,GB,Consumer,Organic Search,35-44
CUST001239,2025-06-16,CA,Small Business,Paid Social,45-54
CUST001240,2024-05-20,CR,Consumer,Referral,25-34
CUST001241,2024-05-06,US,Premium Consumer,Organic Search,18-24
CUST001242,2024-10-15,US,Premium Consumer,Direct,18-24
CUST001243,2025-02-15,US,Consumer,Affiliate,35-44
CUST001244,2025-12-31,GB,Consumer,Organic Search,55+
CUST001245,2024-11-22,US,Consumer,Partner,35-44
CUST001246,2025-12-10,US,Consumer,Direct,25-34
CUST001247,2026-03-18,CR,Small Business,Partner,55+
CUST001248,2025-01-18,US,Consumer,Direct,35-44
CUST001249,2024-05-11,US,Consumer,Referral,25-34
CUST001250,2026-03-06,US,Consumer,Partner,25-34
CUST001251,2025-09-12,MX,Premium Consumer,Organic Search,55+
CUST001252,2025-06-14,US,Consumer,Paid Social,35-44
CUST001253,2025-01-13,US,Consumer,Paid Social,35-44
CUST001254,2024-08-05,BR,Small Business,Organic Search,55+
CUST001255,2024-11-28,MX,Consumer,Organic Search,45-54
CUST001256,2025-07-20,GB,Consumer,Affiliate,25-34
CUST001257,2025-10-19,BR,Consumer,Affiliate,45-54
CUST001258,2025-07-20,GB,Consumer,Partner,25-34
CUST001259,2024-03-03,US,Consumer,Organic Search,25-34
CUST001260,2025-10-29,BR,Consumer,Organic Search,35-44
CUST001261,2025-06-04,GB,Premium Consumer,Partner,35-44
CUST001262,2025-07-05,CR,Consumer,Partner,35-44
CUST001263,2025-05-10,CA,Consumer,Partner,45-54
CUST001264,2024-03-29,MX,Consumer,Organic Search,25-34
CUST001265,2024-09-10,CR,Consumer,Organic Search,25-34
CUST001266,2025-12-27,US,Consumer,Organic Search,45-54
CUST001267,2025-01-01,US,Consumer,Partner,18-24
CUST001268,2024-02-20,CA,Small Business,Referral,45-54
CUST001269,2026-03-29,US,Consumer,Affiliate,35-44
CUST001270,2025-03-30,CA,Consumer,Partner,55+
CUST001271,2025-10-03,BR,Consumer,Organic Search,55+
CUST001272,2024-02-29,CA,Premium Consumer,Direct,18-24
CUST001273,2024-08-13,US,Consumer,Direct,45-54
CUST001274,2026-03-01,MX,Consumer,Paid Social,55+
CUST001275,2024-03-25,US,Consumer,Affiliate,25-34
CUST001276,2024-03-14,US,Consumer,Affiliate,25-34
CUST001277,2024-02-17,US,Consumer,Partner,45-54
CUST001278,2025-12-17,GB,Consumer,Direct,35-44
CUST001279,2025-02-21,MX,Consumer,Organic Search,25-34
CUST001280,2025-07-17,US,Consumer,Organic Search,25-34
CUST001281,2025-09-21,US,Small Business,Referral,45-54
CUST001282,2025-02-11,US,Consumer,Direct,35-44
CUST001283,2024-10-29,CA,Small Business,Organic Search,45-54
CUST001284,2025-06-05,US,Consumer,Paid Social,45-54
CUST001285,2024-12-29,CR,Consumer,Affiliate,35-44
CUST001286,2025-07-18,US,Consumer,Organic Search,25-34
CUST001287,2024-03-22,BR,Consumer,Affiliate,25-34
CUST001288,2025-02-25,MX,Consumer,Organic Search,18-24
CUST001289,2024-02-10,MX,Premium Consumer,Organic Search,45-54
CUST001290,2024-12-17,MX,Consumer,Direct,45-54
CUST001291,2024-06-20,US,Consumer,Organic Search,55+
CUST001292,2025-04-14,CR,Small Business,Partner,55+
CUST001293,2024-09-21,BR,Consumer,Referral,45-54
CUST001294,2026-02-10,US,Consumer,Paid Social,45-54
CUST001295,2024-06-11,US,Premium Consumer,Partner,35-44
CUST001296,2024-03-07,BR,Consumer,Referral,25-34
CUST001297,2025-04-06,CA,Consumer,Paid Social,55+
CUST001298,2025-03-10,US,Consumer,Referral,35-44
CUST001299,2024-02-18,US,Consumer,Direct,35-44
CUST001300,2024-01-01,MX,Consumer,Direct,18-24
CUST001301,2025-12-08,CR,Premium Consumer,Affiliate,25-34
CUST001302,2025-05-22,GB,Consumer,Direct,55+
CUST001303,2025-09-21,US,Consumer,Paid Social,35-44
CUST001304,2025-11-15,MX,Consumer,Affiliate,25-34
CUST001305,2024-04-06,CA,Consumer,Paid Social,35-44
CUST001306,2026-03-22,US,Consumer,Referral,18-24
CUST001307,2025-10-01,US,Consumer,Affiliate,55+
CUST001308,2025-10-21,MX,Premium Consumer,Organic Search,35-44
CUST001309,2024-10-04,MX,Consumer,Referral,25-34
CUST001310,2025-03-27,US,Premium Consumer,Referral,45-54
CUST001311,2025-08-16,CA,Consumer,Paid Social,25-34
CUST001312,2024-03-08,MX,Consumer,Direct,18-24
CUST001313,2025-08-23,US,Consumer,Referral,25-34
CUST001314,2024-06-15,CR,Premium Consumer,Paid Social,35-44
CUST001315,2025-05-26,MX,Consumer,Partner,25-34
CUST001316,2025-10-20,CR,Consumer,Affiliate,45-54
CUST001317,2024-01-17,CA,Consumer,Referral,18-24
CUST001318,2024-05-04,US,Consumer,Direct,45-54
CUST001319,2025-06-26,CR,Small Business,Affiliate,45-54
CUST001320,2024-09-27,CR,Consumer,Organic Search,25-34
CUST001321,2025-10-05,GB,Small Business,Paid Social,35-44
CUST001322,2025-09-30,US,Consumer,Paid Social,35-44
CUST001323,2025-04-28,MX,Premium Consumer,Organic Search,55+
CUST001324,2025-02-05,US,Consumer,Direct,35-44
CUST001325,2024-02-11,MX,Small Business,Paid Social,55+
CUST001326,2024-05-29,US,Consumer,Partner,25-34
CUST001327,2024-09-10,GB,Consumer,Referral,45-54
CUST001328,2025-07-21,GB,Small Business,Direct,35-44
CUST001329,2025-02-13,CA,Consumer,Organic Search,25-34
CUST001330,2025-09-22,BR,Small Business,Referral,45-54
CUST001331,2024-12-10,US,Consumer,Referral,45-54
CUST001332,2024-02-09,US,Premium Consumer,Affiliate,45-54
CUST001333,2026-02-28,BR,Consumer,Referral,25-34
CUST001334,2024-02-05,US,Small Business,Organic Search,35-44
CUST001335,2025-05-20,CA,Consumer,Direct,35-44
CUST001336,2024-01-01,US,Consumer,Organic Search,25-34
CUST001337,2025-05-29,CA,Consumer,Paid Social,35-44
CUST001338,2025-07-29,CA,Small Business,Paid Social,25-34
CUST001339,2025-01-02,US,Consumer,Affiliate,45-54
CUST001340,2025-06-01,US,Consumer,Referral,25-34
CUST001341,2026-01-11,US,Consumer,Organic Search,25-34
CUST001342,2025-08-25,GB,Consumer,Paid Social,55+
CUST001343,2024-02-03,US,Consumer,Organic Search,35-44
CUST001344,2024-08-25,US,Consumer,Direct,45-54
CUST001345,2026-02-12,US,Premium Consumer,Affiliate,55+
CUST001346,2024-04-07,CR,Consumer,Affiliate,35-44
CUST001347,2024-02-22,CR,Consumer,Partner,45-54
CUST001348,2025-10-06,CR,Premium Consumer,Organic Search,45-54
CUST001349,2026-02-14,CR,Consumer,Partner,25-34
CUST001350,2024-11-18,US,Consumer,Referral,35-44
CUST001351,2026-01-30,BR,Consumer,Referral,55+
CUST001352,2024-05-25,US,Small Business,Organic Search,45-54
CUST001353,2024-08-01,CR,Consumer,Paid Social,35-44
CUST001354,2025-08-26,GB,Consumer,Paid Social,35-44
CUST001355,2026-01-31,BR,Small Business,Partner,25-34
CUST001356,2025-09-28,US,Consumer,Organic Search,35-44
CUST001357,2025-10-10,US,Consumer,Referral,35-44
CUST001358,2024-10-08,CR,Consumer,Partner,45-54
CUST001359,2025-07-11,CA,Premium Consumer,Organic Search,18-24
CUST001360,2025-04-28,US,Consumer,Affiliate,45-54
CUST001361,2025-09-07,CR,Premium Consumer,Paid Social,45-54
CUST001362,2024-08-17,US,Consumer,Paid Social,45-54
CUST001363,2025-05-19,US,Consumer,Referral,55+
CUST001364,2024-03-15,GB,Small Business,Organic Search,35-44
CUST001365,2024-08-31,US,Consumer,Organic Search,25-34
CUST001366,2024-02-11,BR,Consumer,Paid Social,55+
CUST001367,2024-02-07,CR,Premium Consumer,Partner,25-34
CUST001368,2025-01-11,US,Consumer,Organic Search,25-34
CUST001369,2025-01-18,BR,Small Business,Referral,35-44
CUST001370,2024-12-02,US,Premium Consumer,Affiliate,25-34
CUST001371,2025-08-04,CR,Premium Consumer,Organic Search,25-34
CUST001372,2025-07-11,BR,Consumer,Paid Social,35-44
CUST001373,2024-02-04,US,Consumer,Direct,45-54
CUST001374,2025-08-05,US,Premium Consumer,Partner,55+
CUST001375,2026-02-09,GB,Premium Consumer,Affiliate,35-44
CUST001376,2025-03-10,MX,Premium Consumer,Paid Social,25-34
CUST001377,2025-02-06,MX,Consumer,Paid Social,25-34
CUST001378,2024-12-17,CA,Consumer,Direct,25-34
CUST001379,2025-11-16,US,Consumer,Referral,55+
CUST001380,2025-12-04,MX,Consumer,Organic Search,35-44
CUST001381,2025-10-28,CA,Consumer,Paid Social,55+
CUST001382,2024-09-07,US,Consumer,Paid Social,25-34
CUST001383,2025-10-27,US,Consumer,Organic Search,18-24
CUST001384,2025-09-30,US,Consumer,Organic Search,25-34
CUST001385,2025-12-18,US,Premium Consumer,Paid Social,18-24
CUST001386,2025-12-25,GB,Premium Consumer,Organic Search,18-24
CUST001387,2024-09-18,US,Consumer,Partner,18-24
CUST001388,2025-10-11,US,Consumer,Organic Search,35-44
CUST001389,2025-03-06,CR,Consumer,Organic Search,18-24
CUST001390,2025-10-26,MX,Consumer,Paid Social,25-34
CUST001391,2024-12-27,US,Consumer,Referral,55+
CUST001392,2024-10-24,CA,Consumer,Affiliate,35-44
CUST001393,2024-09-26,MX,Consumer,Organic Search,55+
CUST001394,2025-11-25,GB,Consumer,Referral,45-54
CUST001395,2024-01-10,BR,Small Business,Direct,25-34
CUST001396,2024-08-19,BR,Consumer,Direct,35-44
CUST001397,2025-11-06,BR,Consumer,Organic Search,55+
CUST001398,2024-12-10,CA,Consumer,Direct,35-44
CUST001399,2025-03-31,BR,Consumer,Direct,18-24
CUST001400,2026-01-26,MX,Consumer,Organic Search,45-54
CUST001401,2024-11-18,US,Consumer,Affiliate,35-44
CUST001402,2024-12-18,MX,Small Business,Direct,25-34
CUST001403,2024-05-11,CR,Consumer,Referral,25-34
