subscription_id,customer_id,plan_id,start_date,end_date,subscription_status,auto_renew,discount_pct
SUB0002803,CUST002494,P01,2024-04-28,,Active,1,5.0
SUB0002804,CUST002495,P02,2024-03-09,2024-12-22,Cancelled,1,0.0
SUB0002805,CUST002496,P03,2026-01-08,,Active,1,0.0
SUB0002806,CUST002496,P01,2026-06-27,,Active,0,0.0
SUB0002807,CUST002497,P01,2024-03-03,2025-03-25,Cancelled,1,10.0
SUB0002808,CUST002498,P03,2024-06-16,2025-10-23,Cancelled,1,0.0
SUB0002809,CUST002499,P02,2024-11-25,,Active,0,0.0
SUB0002810,CUST002500,P01,2025-09-24,,Active,1,0.0
SUB0002811,CUST002500,P03,2026-03-06,,Active,1,0.0
SUB0002812,CUST002501,P01,2024-04-06,2026-04-17,Cancelled,1,0.0
SUB0002813,CUST002502,P01,2026-03-20,,Active,1,5.0
SUB0002814,CUST002503,P02,2025-04-15,,Active,1,0.0
SUB0002815,CUST002504,P02,2026-04-13,,Active,0,10.0
SUB0002816,CUST002505,P02,2024-11-04,2025-03-28,Cancelled,1,0.0
SUB0002817,CUST002506,P01,2024-05-16,,Active,1,0.0
SUB0002818,CUST002507,P01,2025-12-31,,Active,0,0.0
SUB0002819,CUST002508,P02,2025-01-06,,Active,1,0.0
SUB0002820,CUST002508,P03,2025-05-21,,Active,1,10.0
SUB0002821,CUST002509,P04,2025-03-19,,Active,1,0.0
SUB0002822,CUST002510,P01,2024-03-21,,Active,1,0.0
SUB0002823,CUST002511,P03,2025-11-16,,Active,1,0.0
SUB0002824,CUST002512,P01,2026-01-24,,Active,1,0.0
SUB0002825,CUST002513,P01,2024-03-14,2024-11-10,Cancelled,1,0.0
SUB0002826,CUST002514,P01,2025-12-15,2026-05-19,Cancelled,1,10.0
SUB0002828,CUST002515,P01,2025-05-07,,Active,1,15.0
SUB0002829,CUST002516,P03,2024-02-05,2026-05-24,Cancelled,1,0.0
SUB0002830,CUST002517,P03,2024-06-27,,Active,1,0.0
SUB0002831,CUST002518,P01,2025-08-26,,Active,1,10.0
SUB0002832,CUST002519,P01,2025-03-31,,Active,1,10.0
SUB0002833,CUST002520,P01,2025-03-13,,Active,0,10.0
SUB0002834,CUST002521,P01,2024-06-24,,Active,1,5.0
SUB0002835,CUST002521,P02,2024-11-08,2026-03-21,Cancelled,1,0.0
SUB0002836,CUST002522,P01,2025-11-08,,Active,1,15.0
SUB0002838,CUST002523,P03,2025-03-13,,Active,0,0.0
SUB0002839,CUST002524,P01,2024-08-28,,Active,1,5.0
SUB0002840,CUST002525,P02,2025-07-28,,Active,1,0.0
SUB0002841,CUST002526,P01,2025-11-06,,Active,1,0.0
SUB0002842,CUST002527,P02,2025-05-24,,Active,1,10.0
SUB0002843,CUST002528,P03,2025-06-26,,Active,1,10.0
SUB0002844,CUST002528,P01,2025-12-27,,Active,1,10.0
SUB0002845,CUST002529,P03,2024-02-06,2026-04-20,Cancelled,1,0.0
SUB0002846,CUST002530,P03,2026-02-25,,Active,0,0.0
SUB0002847,CUST002531,P02,2025-08-29,,Active,1,0.0
SUB0002848,CUST002532,P01,2024-08-05,2025-06-15,Cancelled,1,0.0
SUB0002849,CUST002533,P01,2024-07-28,,Active,1,5.0
SUB0002850,CUST002534,P01,2024-09-12,2024-10-30,Cancelled,0,0.0
SUB0002851,CUST002535,P01,2024-04-26,,Active,1,0.0
SUB0002852,CUST002536,P03,2025-02-05,,Active,1,0.0
SUB0002853,CUST002537,P03,2024-03-03,2025-09-09,Cancelled,0,0.0
SUB0002854,CUST002538,P01,2024-06-14,2024-11-23,Cancelled,0,5.0
SUB0002855,CUST002539,P01,2024-11-07,,Active,1,10.0
SUB0002856,CUST002540,P04,2025-01-24,2025-07-27,Cancelled,1,0.0
SUB0002857,CUST002541,P02,2024-12-21,,Active,1,0.0
SUB0002858,CUST002542,P01,2025-03-29,,Active,1,20.0
SUB0002859,CUST002543,P01,2024-07-27,2025-05-24,Cancelled,0,0.0
SUB0002860,CUST002544,P01,2026-01-21,,Active,1,0.0
SUB0002861,CUST002545,P02,2024-01-17,2026-02-25,Cancelled,1,0.0
SUB0002862,CUST002546,P02,2024-05-30,2024-06-15,Cancelled,1,0.0
SUB0002863,CUST002547,P04,2024-01-04,,Active,1,15.0
SUB0002864,CUST002548,P03,2024-07-20,,Active,1,0.0
SUB0002865,CUST002549,P03,2025-05-15,,Active,1,5.0
SUB0002866,CUST002550,P01,2025-05-24,2025-11-11,Cancelled,1,0.0
SUB0002867,CUST002551,P01,2024-08-09,2026-02-23,Cancelled,1,15.0
SUB0002868,CUST002551,P02,2025-01-17,,Active,0,20.0
SUB0002869,CUST002552,P02,2025-04-22,,Active,1,10.0
SUB0002870,CUST002553,P01,2024-10-14,2025-12-16,Cancelled,1,5.0
SUB0002871,CUST002554,P01,2024-09-17,2025-11-12,Cancelled,0,15.0
SUB0002872,CUST002554,P02,2025-07-30,,Active,1,0.0
SUB0002873,CUST002555,P01,2024-08-24,,Active,1,0.0
SUB0002874,CUST002556,P03,2025-06-09,,Active,1,0.0
SUB0002875,CUST002557,P01,2026-03-11,,Active,1,0.0
SUB0002876,CUST002558,P01,2025-06-20,2025-09-16,Cancelled,0,0.0
SUB0002877,CUST002559,P01,2026-01-31,,Active,1,0.0
SUB0002878,CUST002560,P02,2025-08-07,,Active,0,0.0
SUB0002879,CUST002561,P02,2025-07-18,,Active,1,0.0
SUB0002880,CUST002562,P01,2024-04-01,,Active,1,15.0
SUB0002881,CUST002563,P02,2026-01-31,,Active,1,0.0
SUB0002883,CUST002564,P01,2024-06-03,,Active,1,0.0
SUB0002884,CUST002565,P01,2025-01-04,2026-05-29,Cancelled,1,0.0
SUB0002885,CUST002566,P03,2024-06-10,,Active,1,0.0
SUB0002886,CUST002567,P03,2026-01-01,,Active,1,0.0
SUB0002887,CUST002567,P04,2026-06-09,,Active,1,0.0
SUB0002888,CUST002568,P01,2024-08-25,2025-02-13,Cancelled,1,0.0
SUB0002889,CUST002569,P03,2025-05-20,2025-12-18,Cancelled,1,0.0
SUB0002890,CUST002570,P03,2024-10-13,,Active,1,20.0
SUB0002891,CUST002571,P03,2024-05-11,,Active,1,0.0
SUB0002892,CUST002571,P02,2024-09-06,,Active,0,0.0
SUB0002893,CUST002572,P02,2026-03-16,,Active,0,0.0
SUB0002895,CUST002573,P01,2024-01-19,2025-02-11,Cancelled,1,0.0
SUB0002896,CUST002574,P02,2025-12-31,,Active,1,0.0
SUB0002898,CUST002575,P01,2025-06-13,2025-12-12,Cancelled,0,0.0
SUB0002899,CUST002576,P01,2025-06-30,,Active,1,0.0
SUB0002900,CUST002577,P01,2025-08-17,,Active,1,0.0
SUB0002901,CUST002578,P03,2025-02-08,2025-12-29,Cancelled,1,0.0
SUB0002902,CUST002579,P01,2025-02-14,,Active,1,20.0
SUB0002903,CUST002579,P02,2025-12-23,,Active,1,5.0
SUB0002904,CUST002580,P02,2024-02-15,,Active,1,0.0
SUB0002905,CUST002580,P02,2024-09-30,,Active,1,0.0
SUB0002906,CUST002581,P01,2024-10-13,,Active,1,0.0
SUB0002907,CUST002582,P02,2024-01-18,,Active,1,0.0
SUB0002908,CUST002583,P03,2024-05-28,2025-04-26,Cancelled,1,0.0
SUB0002909,CUST002584,P02,2026-02-20,,Active,1,20.0
SUB0002910,CUST002585,P02,2024-04-11,,Active,1,0.0
SUB0002911,CUST002586,P02,2025-12-10,2026-04-25,Cancelled,1,0.0
SUB0002912,CUST002587,P03,2025-08-27,2026-03-28,Cancelled,1,0.0
SUB0002913,CUST002588,P02,2025-08-24,,Active,1,0.0
SUB0002914,CUST002589,P01,2024-01-06,2024-02-22,Cancelled,1,5.0
SUB0002915,CUST002590,P01,2024-12-29,,Active,1,0.0
SUB0002916,CUST002591,P02,2025-08-05,,Active,1,10.0
SUB0002917,CUST002592,P02,2025-08-23,,Active,1,0.0
SUB0002918,CUST002593,P03,2024-12-29,,Active,1,0.0
SUB0002919,CUST002594,P01,2024-07-26,,Active,1,5.0
SUB0002920,CUST002595,P01,2026-02-12,,Active,1,0.0
SUB0002921,CUST002596,P02,2025-10-26,,Active,1,10.0
SUB0002922,CUST002597,P02,2024-02-19,2026-06-09,Cancelled,1,0.0
SUB0002923,CUST002598,P02,2026-01-01,,Active,1,0.0
SUB0002924,CUST002599,P04,2025-11-30,,Active,0,10.0
SUB0002925,CUST002600,P01,2025-01-10,2026-04-26,Cancelled,1,0.0
SUB0002926,CUST002600,P01,2025-12-08,,Active,1,10.0
SUB0002927,CUST002601,P01,2025-08-23,,Active,1,0.0
SUB0002928,CUST002602,P02,2025-02-13,,Active,1,0.0
SUB0002929,CUST002603,P01,2024-12-04,,Active,1,5.0
SUB0002930,CUST002604,P01,2025-08-28,2025-10-10,Cancelled,1,0.0
SUB0002931,CUST002605,P03,2025-09-10,,Active,1,0.0
SUB0002932,CUST002606,P02,2025-05-28,2026-05-12,Cancelled,0,0.0
SUB0002933,CUST002607,P02,2024-11-19,2025-06-14,Cancelled,1,0.0
SUB0002934,CUST002608,P03,2025-05-02,2026-06-14,Cancelled,0,0.0
SUB0002935,CUST002609,P03,2024-08-02,,Active,0,0.0
SUB0002936,CUST002610,P02,2025-06-05,,Active,1,0.0
SUB0002937,CUST002611,P03,2024-10-16,,Active,1,10.0
SUB0002938,CUST002612,P02,2024-10-19,2024-11-27,Cancelled,1,20.0
SUB0002939,CUST002613,P01,2024-07-06,2025-08-12,Cancelled,1,5.0
SUB0002940,CUST002614,P01,2024-02-02,2026-05-19,Cancelled,1,0.0
SUB0002941,CUST002615,P02,2024-06-15,2024-11-22,Cancelled,0,20.0
SUB0002942,CUST002615,P02,2025-04-03,2025-07-10,Cancelled,1,0.0
SUB0002943,CUST002616,P01,2026-04-02,,Active,1,0.0
SUB0002944,CUST002617,P04,2025-01-08,,Active,1,10.0
SUB0002945,CUST002618,P01,2025-07-19,,Active,1,20.0
SUB0002946,CUST002619,P02,2024-06-07,,Active,1,0.0
SUB0002947,CUST002620,P01,2026-01-29,,Active,1,0.0
SUB0002949,CUST002621,P02,2025-03-25,,Active,1,0.0
SUB0002950,CUST002622,P01,2024-07-27,2026-03-16,Cancelled,0,10.0
SUB0002951,CUST002622,P03,2025-01-16,2026-04-12,Cancelled,0,0.0
SUB0002952,CUST002623,P01,2025-12-17,,Active,1,0.0
SUB0002953,CUST002624,P01,2025-09-17,,Active,1,10.0
SUB0002954,CUST002625,P01,2026-03-24,,Active,1,10.0
SUB0002956,CUST002626,P01,2025-09-21,,Active,1,0.0
SUB0002957,CUST002627,P02,2024-05-17,,Active,0,5.0
SUB0002958,CUST002628,P03,2025-03-29,2026-06-20,Cancelled,1,0.0
SUB0002959,CUST002629,P01,2025-05-09,,Active,1,0.0
SUB0002960,CUST002630,P04,2025-08-17,,Active,1,15.0
SUB0002961,CUST002631,P02,2024-07-18,,Active,1,0.0
SUB0002962,CUST002632,P01,2024-03-22,2024-08-16,Cancelled,1,0.0
SUB0002963,CUST002633,P02,2024-10-04,,Active,1,0.0
SUB0002964,CUST002634,P02,2024-05-11,2026-03-21,Cancelled,1,0.0
SUB0002965,CUST002635,P01,2024-06-15,2025-10-11,Cancelled,1,0.0
SUB0002966,CUST002636,P03,2024-08-30,2025-08-23,Cancelled,1,10.0
SUB0002967,CUST002637,P03,2026-03-26,,Active,1,0.0
SUB0002968,CUST002638,P02,2024-12-20,,Active,1,5.0
SUB0002969,CUST002639,P01,2025-11-15,2026-06-18,Cancelled,0,20.0
SUB0002970,CUST002640,P03,2025-02-19,2026-01-19,Cancelled,1,0.0
SUB0002971,CUST002641,P01,2026-02-22,,Active,1,15.0
SUB0002972,CUST002642,P02,2024-05-02,,Active,1,5.0
SUB0002973,CUST002643,P01,2025-07-15,,Active,1,0.0
SUB0002974,CUST002643,P01,2026-03-18,,Active,1,0.0
SUB0002975,CUST002644,P03,2026-04-04,,Active,1,0.0
SUB0002976,CUST002645,P03,2024-09-15,2026-02-17,Cancelled,1,0.0
SUB0002977,CUST002645,P03,2025-10-15,,Active,1,0.0
SUB0002978,CUST002646,P01,2025-01-02,,Active,1,0.0
SUB0002979,CUST002647,P03,2024-04-16,2026-06-27,Cancelled,1,0.0
SUB0002980,CUST002648,P01,2025-04-15,2025-07-12,Cancelled,1,0.0
SUB0002981,CUST002649,P01,2024-07-08,2025-12-25,Cancelled,1,0.0
SUB0002982,CUST002650,P01,2025-08-02,,Active,1,0.0
SUB0002983,CUST002651,P02,2025-09-03,,Active,1,0.0
SUB0002984,CUST002652,P01,2025-02-19,2025-11-16,Cancelled,1,0.0
SUB0002985,CUST002653,P01,2024-01-23,2026-03-12,Cancelled,1,15.0
SUB0002986,CUST002654,P01,2026-01-12,,Active,0,0.0
SUB0002987,CUST002655,P03,2025-06-20,,Active,1,0.0
SUB0002988,CUST002656,P02,2024-04-09,,Active,1,5.0
SUB0002989,CUST002657,P01,2025-10-14,,Active,1,0.0
SUB0002990,CUST002658,P02,2025-05-11,2026-05-18,Cancelled,1,0.0
SUB0002991,CUST002659,P02,2024-12-06,2025-03-24,Cancelled,1,5.0
SUB0002992,CUST002660,P04,2026-01-13,,Active,1,0.0
SUB0002993,CUST002661,P02,2025-04-19,2025-06-13,Cancelled,1,0.0
SUB0002994,CUST002662,P02,2024-01-29,,Active,0,0.0
SUB0002995,CUST002663,P01,2026-01-06,,Active,1,0.0
SUB0002996,CUST002664,P01,2024-12-04,2025-12-09,Cancelled,0,10.0
SUB0002997,CUST002665,P02,2025-07-07,,Active,1,5.0
SUB0002999,CUST002666,P01,2025-04-30,,Active,1,0.0
SUB0003000,CUST002667,P01,2025-01-24,,Active,1,0.0
SUB0003001,CUST002668,P03,2025-09-22,,Active,0,5.0
SUB0003002,CUST002669,P03,2024-12-20,,Active,1,0.0
SUB0003003,CUST002670,P02,2024-03-02,,Active,0,0.0
SUB0003004,CUST002671,P02,2024-03-16,2024-09-16,Cancelled,1,15.0
SUB0003005,CUST002671,P02,2025-01-08,,Active,1,0.0
SUB0003006,CUST002672,P01,2024-08-30,,Active,1,0.0
SUB0003007,CUST002672,P02,2024-12-13,,Active,0,0.0
SUB0003008,CUST002673,P02,2024-12-21,,Active,1,0.0
SUB0003009,CUST002674,P03,2025-05-12,,Active,1,0.0
SUB0003010,CUST002675,P02,2026-01-30,,Active,1,0.0
SUB0003012,CUST002676,P02,2024-01-15,,Active,0,0.0
SUB0003013,CUST002677,P02,2024-06-26,2025-06-18,Cancelled,1,0.0
SUB0003014,CUST002678,P03,2025-02-01,,Active,1,0.0
SUB0003015,CUST002679,P01,2024-06-19,,Active,1,0.0
SUB0003016,CUST002680,P02,2025-04-18,,Active,1,5.0
SUB0003017,CUST002681,P01,2025-07-04,,Active,1,15.0
SUB0003018,CUST002681,P03,2025-11-20,,Active,1,5.0
SUB0003019,CUST002682,P02,2025-07-11,,Active,0,0.0
SUB0003020,CUST002683,P03,2024-11-27,,Active,1,0.0
SUB0003021,CUST002684,P02,2024-03-11,,Active,0,0.0
SUB0003022,CUST002685,P01,2025-03-26,,Active,1,0.0
SUB0003023,CUST002686,P01,2025-12-25,,Active,1,0.0
SUB0003024,CUST002687,P02,2024-12-06,2025-11-22,Cancelled,1,0.0
SUB0003025,CUST002688,P03,2025-12-27,,Active,1,0.0
SUB0003026,CUST002689,P02,2024-09-26,,Active,1,5.0
SUB0003027,CUST002689,P01,2025-11-07,2026-03-10,Cancelled,1,0.0
SUB0003028,CUST002690,P01,2024-06-16,,Active,1,0.0
SUB0003029,CUST002691,P02,2024-04-09,2025-05-26,Cancelled,1,0.0
SUB0003030,CUST002692,P02,2024-06-22,2025-08-30,Cancelled,1,0.0
SUB0003031,CUST002693,P02,2025-01-14,2026-02-15,Cancelled,0,5.0
SUB0003032,CUST002693,P01,2025-09-25,,Active,1,15.0
SUB0003033,CUST002694,P01,2025-09-04,,Active,1,5.0
SUB0003034,CUST002695,P01,2024-12-22,,Active,1,5.0
SUB0003035,CUST002695,P01,2026-01-23,,Active,1,15.0
SUB0003036,CUST002696,P03,2025-08-01,,Active,1,0.0
SUB0003037,CUST002697,P02,2025-09-26,2026-04-29,Cancelled,0,10.0
SUB0003038,CUST002698,P02,2024-06-18,2025-05-31,Cancelled,1,0.0
SUB0003039,CUST002698,P02,2025-06-16,2025-10-10,Cancelled,1,0.0
SUB0003040,CUST002699,P02,2025-05-09,2025-12-09,Cancelled,1,10.0
SUB0003041,CUST002700,P02,2026-01-07,,Active,1,0.0
SUB0003042,CUST002701,P03,2024-10-06,,Active,1,0.0
SUB0003043,CUST002702,P01,2025-07-24,,Active,1,5.0
SUB0003044,CUST002703,P02,2025-02-11,2026-02-27,Cancelled,1,0.0
SUB0003045,CUST002704,P01,2026-01-14,2026-05-20,Cancelled,1,0.0
SUB0003046,CUST002705,P02,2025-10-15,,Active,1,10.0
SUB0003047,CUST002706,P02,2025-07-16,,Active,1,0.0
SUB0003048,CUST002707,P01,2024-04-18,2026-01-12,Cancelled,1,5.0
SUB0003049,CUST002708,P02,2024-01-20,,Active,1,5.0
SUB0003050,CUST002709,P01,2025-09-05,,Active,1,10.0
SUB0003051,CUST002710,P02,2025-04-07,,Active,0,0.0
SUB0003052,CUST002710,P02,2026-03-18,,Active,1,0.0
SUB0003053,CUST002711,P02,2025-08-16,,Active,1,0.0
SUB0003054,CUST002712,P03,2025-03-14,,Active,1,0.0
SUB0003055,CUST002713,P03,2026-01-26,2026-04-23,Cancelled,1,0.0
SUB0003056,CUST002714,P01,2024-01-28,2025-06-14,Cancelled,1,10.0
SUB0003057,CUST002715,P03,2024-07-02,2025-05-16,Cancelled,0,0.0
SUB0003058,CUST002716,P02,2024-12-25,,Active,1,0.0
SUB0003059,CUST002717,P01,2025-10-13,,Active,1,0.0
SUB0003060,CUST002718,P02,2024-06-06,,Active,1,0.0
SUB0003061,CUST002719,P01,2026-03-15,,Active,1,10.0
SUB0003062,CUST002720,P01,2024-06-26,,Active,1,0.0
SUB0003063,CUST002721,P01,2026-02-14,,Active,1,0.0
SUB0003065,CUST002722,P01,2026-01-25,,Active,1,0.0
SUB0003066,CUST002723,P01,2026-02-28,,Active,1,10.0
SUB0003067,CUST002724,P01,2024-12-14,2025-01-15,Cancelled,1,0.0
SUB0003068,CUST002724,P01,2025-07-18,,Active,1,10.0
SUB0003069,CUST002725,P02,2026-04-13,,Active,1,0.0
SUB0003070,CUST002726,P02,2025-01-24,,Active,1,20.0
SUB0003071,CUST002727,P01,2024-11-26,,Active,1,0.0
SUB0003072,CUST002728,P03,2025-12-07,,Active,1,0.0
SUB0003073,CUST002729,P03,2025-10-12,,Active,1,0.0
SUB0003074,CUST002729,P01,2026-02-02,2026-03-25,Cancelled,1,0.0
SUB0003075,CUST002730,P03,2026-02-02,,Active,1,0.0
SUB0003077,CUST002731,P02,2026-04-08,,Active,1,0.0
SUB0003078,CUST002732,P03,2025-05-16,,Active,1,5.0
SUB0003079,CUST002733,P01,2025-04-04,,Active,1,0.0
SUB0003080,CUST002734,P01,2024-09-12,,Active,1,10.0
SUB0003081,CUST002735,P01,2026-03-18,,Active,1,0.0
SUB0003082,CUST002736,P01,2024-06-16,2026-06-09,Cancelled,1,0.0
SUB0003083,CUST002737,P02,2024-08-16,,Active,1,0.0
SUB0003084,CUST002737,P01,2025-02-11,,Active,1,0.0
SUB0003085,CUST002738,P01,2026-01-17,,Active,1,0.0
SUB0003086,CUST002739,P03,2025-03-06,,Active,1,15.0
SUB0003087,CUST002740,P01,2024-07-20,,Active,0,5.0
SUB0003088,CUST002741,P02,2024-01-28,2025-03-23,Cancelled,1,0.0
SUB0003089,CUST002742,P04,2025-01-03,,Active,1,10.0
SUB0003090,CUST002743,P01,2024-07-07,2026-05-27,Cancelled,1,0.0
SUB0003091,CUST002743,P02,2025-07-02,,Active,1,0.0
SUB0003092,CUST002744,P01,2024-09-26,,Active,1,0.0
SUB0003093,CUST002745,P02,2025-06-19,,Active,1,0.0
SUB0003094,CUST002746,P01,2026-02-18,,Active,1,0.0
SUB0003096,CUST002747,P01,2024-01-21,2025-03-18,Cancelled,1,0.0
SUB0003097,CUST002747,P02,2024-08-29,,Active,1,0.0
SUB0003098,CUST002748,P01,2025-05-04,,Active,1,5.0
SUB0003099,CUST002749,P02,2024-12-02,2025-10-10,Cancelled,1,0.0
SUB0003100,CUST002750,P01,2025-05-27,2026-01-29,Cancelled,1,10.0
SUB0003101,CUST002751,P03,2024-02-05,,Active,1,5.0
SUB0003102,CUST002752,P03,2024-09-17,,Active,1,0.0
SUB0003103,CUST002753,P01,2024-02-02,2024-04-17,Cancelled,0,0.0
SUB0003104,CUST002754,P03,2025-02-28,2025-07-24,Cancelled,1,0.0
SUB0003105,CUST002755,P03,2025-08-09,2025-09-10,Cancelled,1,0.0
SUB0003106,CUST002756,P02,2025-10-29,,Active,1,0.0
SUB0003107,CUST002757,P01,2025-05-26,2026-03-23,Cancelled,1,0.0
SUB0003108,CUST002758,P02,2024-11-30,,Active,1,0.0
SUB0003109,CUST002758,P02,2025-11-06,,Active,1,10.0
SUB0003110,CUST002759,P03,2024-05-20,,Active,1,0.0
SUB0003111,CUST002760,P03,2024-03-03,,Active,1,0.0
SUB0003112,CUST002761,P03,2024-09-27,2025-03-10,Cancelled,1,0.0
SUB0003113,CUST002762,P01,2025-11-30,,Active,1,0.0
SUB0003114,CUST002763,P01,2025-03-06,2026-03-09,Cancelled,1,0.0
SUB0003115,CUST002764,P01,2024-09-14,,Active,1,5.0
SUB0003116,CUST002765,P01,2025-04-01,,Active,1,0.0
SUB0003117,CUST002766,P01,2026-02-13,2026-05-12,Cancelled,1,15.0
SUB0003118,CUST002767,P01,2025-05-29,,Active,1,0.0
SUB0003119,CUST002767,P02,2026-05-20,,Active,1,0.0
SUB0003120,CUST002768,P02,2024-04-15,2026-05-11,Cancelled,0,0.0
SUB0003121,CUST002769,P01,2024-09-20,,Active,0,0.0
SUB0003122,CUST002770,P04,2024-01-19,,Active,0,15.0
SUB0003123,CUST002771,P03,2025-03-27,,Active,1,0.0
SUB0003124,CUST002772,P03,2026-02-26,,Active,1,0.0
SUB0003125,CUST002773,P02,2025-06-17,2025-12-22,Cancelled,1,5.0
SUB0003126,CUST002774,P03,2024-12-08,,Active,1,0.0
SUB0003127,CUST002774,P02,2025-09-27,,Active,1,20.0
SUB0003128,CUST002775,P01,2024-03-19,,Active,1,0.0
SUB0003129,CUST002776,P02,2025-09-10,,Active,1,0.0
SUB0003130,CUST002776,P03,2026-02-14,,Active,1,0.0
SUB0003131,CUST002777,P02,2025-07-11,,Active,1,0.0
SUB0003132,CUST002778,P02,2025-01-27,,Active,1,0.0
SUB0003133,CUST002779,P01,2024-11-04,,Active,0,5.0
SUB0003134,CUST002780,P01,2024-03-30,2024-07-20,Cancelled,1,20.0
SUB0003135,CUST002781,P01,2024-10-17,2025-07-11,Cancelled,1,0.0
SUB0003136,CUST002782,P01,2024-02-25,,Active,1,0.0
SUB0003137,CUST002783,P02,2025-11-03,,Active,0,5.0
SUB0003138,CUST002784,P02,2025-06-14,,Active,1,0.0
SUB0003139,CUST002785,P04,2025-07-17,,Active,1,0.0
SUB0003140,CUST002786,P02,2024-04-29,,Active,1,0.0
SUB0003141,CUST002787,P02,2025-03-18,2026-01-21,Cancelled,1,0.0
SUB0003142,CUST002788,P01,2024-04-29,2025-09-27,Cancelled,1,0.0
SUB0003143,CUST002789,P01,2024-08-16,2026-03-22,Cancelled,1,10.0
SUB0003144,CUST002789,P01,2025-03-19,2025-11-12,Cancelled,1,0.0
SUB0003145,CUST002790,P03,2025-02-08,,Active,1,5.0
SUB0003146,CUST002791,P03,2025-07-07,2025-12-17,Cancelled,1,0.0
SUB0003147,CUST002792,P01,2024-11-06,2024-12-17,Cancelled,1,0.0
SUB0003148,CUST002793,P03,2025-05-24,,Active,1,0.0
SUB0003149,CUST002793,P01,2025-11-05,,Active,1,0.0
SUB0003150,CUST002794,P02,2024-10-11,,Active,1,0.0
SUB0003151,CUST002795,P03,2025-08-18,,Active,0,0.0
SUB0003152,CUST002796,P01,2024-05-08,2025-01-19,Cancelled,1,0.0
SUB0003153,CUST002797,P01,2026-04-20,,Active,1,0.0
SUB0003154,CUST002798,P02,2025-12-07,,Active,1,0.0
SUB0003155,CUST002798,P02,2026-06-17,,Active,0,0.0
SUB0003156,CUST002799,P02,2025-03-08,,Active,1,0.0
SUB0003157,CUST002800,P01,2024-07-16,,Active,1,10.0
SUB0003158,CUST002801,P01,2024-10-04,,Active,1,10.0
SUB0003159,CUST002802,P02,2025-03-17,,Active,1,0.0
SUB0003160,CUST002803,P03,2025-12-28,,Active,1,0.0
SUB0003161,CUST002804,P02,2025-05-01,,Active,1,10.0
SUB0003162,CUST002805,P01,2024-12-31,,Active,0,10.0
SUB0003163,CUST002806,P02,2024-07-26,,Active,1,0.0
SUB0003164,CUST002807,P02,2024-10-06,2025-12-28,Cancelled,0,0.0
SUB0003165,CUST002808,P01,2025-03-19,,Active,1,10.0
SUB0003166,CUST002809,P01,2026-01-29,,Active,1,0.0
SUB0003167,CUST002810,P02,2024-04-23,,Active,1,10.0
SUB0003168,CUST002811,P01,2024-10-04,,Active,1,0.0
SUB0003169,CUST002812,P01,2026-01-29,,Active,1,5.0
SUB0003170,CUST002813,P01,2025-12-15,,Active,0,0.0
SUB0003171,CUST002814,P01,2025-12-04,,Active,0,0.0
SUB0003172,CUST002815,P01,2024-09-19,,Active,1,0.0
SUB0003173,CUST002815,P01,2025-06-23,,Active,1,0.0
SUB0003174,CUST002816,P01,2025-07-08,,Active,1,0.0
SUB0003175,CUST002817,P02,2025-08-23,,Active,0,0.0
SUB0003176,CUST002817,P01,2026-04-21,,Active,1,0.0
SUB0003177,CUST002818,P01,2026-04-05,,Active,1,0.0
SUB0003178,CUST002819,P02,2025-11-30,,Active,0,5.0
SUB0003179,CUST002820,P01,2024-10-27,,Active,1,5.0
SUB0003180,CUST002821,P02,2024-05-21,2026-05-15,Cancelled,1,10.0
SUB0003181,CUST002822,P01,2026-03-23,,Active,0,0.0
SUB0003182,CUST002823,P01,2025-08-25,,Active,1,0.0
SUB0003183,CUST002824,P02,2024-04-10,,Active,1,0.0
SUB0003184,CUST002825,P02,2025-07-02,,Active,1,0.0
SUB0003185,CUST002826,P02,2024-07-08,2025-07-31,Cancelled,1,0.0
SUB0003186,CUST002827,P04,2025-01-30,2025-02-25,Cancelled,1,0.0
SUB0003187,CUST002828,P01,2025-04-14,2025-08-30,Cancelled,0,0.0
SUB0003188,CUST002829,P01,2025-06-07,2026-04-21,Cancelled,1,0.0
SUB0003189,CUST002830,P02,2025-08-29,,Active,0,0.0
SUB0003190,CUST002831,P03,2024-05-21,2025-03-12,Cancelled,1,0.0
SUB0003191,CUST002832,P01,2024-02-08,2024-03-16,Cancelled,1,0.0
SUB0003192,CUST002833,P02,2026-04-04,,Active,1,0.0
SUB0003193,CUST002834,P01,2025-09-04,,Active,1,10.0
SUB0003194,CUST002834,P01,2026-05-16,,Active,1,0.0
SUB0003195,CUST002835,P02,2024-06-18,,Active,1,0.0
SUB0003196,CUST002836,P03,2024-01-18,2025-12-30,Cancelled,1,0.0
SUB0003197,CUST002837,P02,2025-04-25,,Active,1,0.0
SUB0003198,CUST002838,P02,2026-03-25,,Active,1,15.0
SUB0003199,CUST002839,P01,2025-07-29,,Active,1,0.0
SUB0003200,CUST002840,P01,2024-10-31,,Active,1,15.0
SUB0003201,CUST002841,P01,2025-05-21,2026-02-13,Cancelled,0,0.0
SUB0003202,CUST002842,P01,2025-02-12,,Active,0,0.0
SUB0003203,CUST002843,P02,2024-10-01,,Active,0,0.0
SUB0003204,CUST002844,P04,2025-04-29,,Active,1,0.0
SUB0003205,CUST002845,P01,2026-02-12,,Active,1,10.0
